Model,MDO3024
Firmware Version,1.20

Waveform Type,ANALOG,,
-3.680000e-06,0.04,0,0.8
-3.676000e-06,0.032,0,0.8
-3.672000e-06,0.032,0,0.72
-3.668000e-06,0.04,0,0.8
-3.664000e-06,0.032,0,0.72
-3.660000e-06,0.032,0,0.8
-3.656000e-06,0.024,-0.0008,0.8
-3.652000e-06,0.04,0,0.72
-3.648000e-06,0.024,0,0.8
-3.644000e-06,0.024,-0.0008,0.8
-3.640000e-06,0.024,0,0.8
-3.636000e-06,0.032,-0.0008,0.8
-3.632000e-06,0.032,0,0.8
-3.628000e-06,0.04,-0.0008,0.72
-3.624000e-06,0.04,0,0.8
-3.620000e-06,0.032,0,0.72
-3.616000e-06,0.032,0,0.88
-3.612000e-06,0.032,0,0.72
-3.608000e-06,0.04,0,0.8
-3.604000e-06,0.032,0,0.8
-3.600000e-06,0.024,0,0.8
-3.596000e-06,0.032,0,0.8
-3.592000e-06,0.032,0,0.72
-3.588000e-06,0.032,0,0.8
-3.584000e-06,0.024,0,0.72
-3.580000e-06,0.032,0,0.72
-3.576000e-06,0.032,0,0.72
-3.572000e-06,0.032,0,0.72
-3.568000e-06,0.032,0,0.72
-3.564000e-06,0.032,0,0.8
-3.560000e-06,0.032,0,0.8
-3.556000e-06,0.04,-0.0008,0.8
-3.552000e-06,0.032,0,0.8
-3.548000e-06,0.04,0,0.8
-3.544000e-06,0.032,0,0.88
-3.540000e-06,0.032,0,0.8
-3.536000e-06,0.032,-0.0008,0.72
-3.532000e-06,0.032,0,0.88
-3.528000e-06,0.024,0,0.72
-3.524000e-06,0.032,0,0.8
-3.520000e-06,0.04,0,0.72
-3.516000e-06,0.032,0,0.8
-3.512000e-06,0.04,0,0.8
-3.508000e-06,0.032,0,0.8
-3.504000e-06,0.032,0,0.88
-3.500000e-06,0.032,0,0.72
-3.496000e-06,0.024,0,0.8
-3.492000e-06,0.032,0,0.8
-3.488000e-06,0.032,0,0.72
-3.484000e-06,0.032,0,0.8
-3.480000e-06,0.032,0.0008,0.8
-3.476000e-06,0.032,0,0.8
-3.472000e-06,0.032,0,0.72
-3.468000e-06,0.024,0,0.72
-3.464000e-06,0.024,0,0.8
-3.460000e-06,0.032,-0.0008,0.8
-3.456000e-06,0.032,0,0.8
-3.452000e-06,0.032,0.0008,0.8
-3.448000e-06,0.024,0,0.8
-3.444000e-06,0.032,0,0.8
-3.440000e-06,0.024,0,0.8
-3.436000e-06,0.04,-0.0008,0.8
-3.432000e-06,0.032,0,0.8
-3.428000e-06,0.04,0,0.72
-3.424000e-06,0.04,-0.0008,0.8
-3.420000e-06,0.04,0,0.8
-3.416000e-06,0.032,0,0.72
-3.412000e-06,0.024,0,0.8
-3.408000e-06,0.032,0.0008,0.8
-3.404000e-06,0.024,0,0.8
-3.400000e-06,0.032,0,0.8
-3.396000e-06,0.032,0,0.64
-3.392000e-06,0.032,0,0.72
-3.388000e-06,0.032,0,0.72
-3.384000e-06,0.032,0.0008,0.8
-3.380000e-06,0.032,0,0.72
-3.376000e-06,0.032,0,0.8
-3.372000e-06,0.032,0,0.8
-3.368000e-06,0.024,0,0.8
-3.364000e-06,0.024,-0.0008,0.72
-3.360000e-06,0.032,0,0.8
-3.356000e-06,0.024,0,0.8
-3.352000e-06,0.032,0,0.72
-3.348000e-06,0.032,0,0.72
-3.344000e-06,0.032,0,0.8
-3.340000e-06,0.032,0,0.8
-3.336000e-06,0.032,0,0.72
-3.332000e-06,0.032,-0.0008,0.88
-3.328000e-06,0.032,0,0.8
-3.324000e-06,0.032,0,0.72
-3.320000e-06,0.024,0,0.72
-3.316000e-06,0.04,0,0.72
-3.312000e-06,0.024,0,0.8
-3.308000e-06,0.032,0,0.72
-3.304000e-06,0.024,0,0.72
-3.300000e-06,0.032,0,0.8
-3.296000e-06,0.032,0,0.8
-3.292000e-06,0.032,0,0.8
-3.288000e-06,0.032,0,0.8
-3.284000e-06,0.032,0,0.8
-3.280000e-06,0.032,0,0.8
-3.276000e-06,0.032,0,0.72
-3.272000e-06,0.024,0,0.72
-3.268000e-06,0.032,0.0008,0.72
-3.264000e-06,0.032,0,0.8
-3.260000e-06,0.032,0.0008,0.8
-3.256000e-06,0.024,0,0.8
-3.252000e-06,0.024,0,0.72
-3.248000e-06,0.032,0,0.8
-3.244000e-06,0.024,0,0.8
-3.240000e-06,0.024,0,0.8
-3.236000e-06,0.024,0,0.72
-3.232000e-06,0.032,-0.0008,0.72
-3.228000e-06,0.032,0,0.8
-3.224000e-06,0.032,0,0.8
-3.220000e-06,0.024,0,0.8
-3.216000e-06,0.032,0,0.8
-3.212000e-06,0.032,0,0.72
-3.208000e-06,0.032,0,0.72
-3.204000e-06,0.024,0,0.8
-3.200000e-06,0.04,0,0.8
-3.196000e-06,0.032,0,0.8
-3.192000e-06,0.032,0,0.8
-3.188000e-06,0.032,0,0.72
-3.184000e-06,0.032,0,0.8
-3.180000e-06,0.024,0,0.8
-3.176000e-06,0.024,0,0.8
-3.172000e-06,0.032,0,0.72
-3.168000e-06,0.032,0,0.8
-3.164000e-06,0.032,0,0.8
-3.160000e-06,0.032,0,0.8
-3.156000e-06,0.032,0.0008,0.72
-3.152000e-06,0.032,0,0.8
-3.148000e-06,0.032,0,0.8
-3.144000e-06,0.024,0,0.8
-3.140000e-06,0.04,0,0.8
-3.136000e-06,0.032,0,0.8
-3.132000e-06,0.04,0,0.8
-3.128000e-06,0.04,0,0.8
-3.124000e-06,0.032,0,0.8
-3.120000e-06,0.032,-0.0008,0.8
-3.116000e-06,0.032,0,0.8
-3.112000e-06,0.04,0,0.8
-3.108000e-06,0.032,0,0.8
-3.104000e-06,0.032,0,0.72
-3.100000e-06,0.04,0,0.72
-3.096000e-06,0.032,0,0.8
-3.092000e-06,0.024,0,0.8
-3.088000e-06,0.032,0,0.8
-3.084000e-06,0.024,0,0.8
-3.080000e-06,0.032,0,0.8
-3.076000e-06,0.04,0,0.8
-3.072000e-06,0.024,0,0.72
-3.068000e-06,0.032,0,0.8
-3.064000e-06,0.04,0,0.72
-3.060000e-06,0.032,-0.0008,0.72
-3.056000e-06,0.032,0,0.72
-3.052000e-06,0.024,0,0.72
-3.048000e-06,0.04,0,0.8
-3.044000e-06,0.032,0,0.8
-3.040000e-06,0.032,-0.0008,0.8
-3.036000e-06,0.032,0,0.72
-3.032000e-06,0.032,-0.0008,0.72
-3.028000e-06,0.032,0,0.8
-3.024000e-06,0.04,0,0.8
-3.020000e-06,0.024,0,0.8
-3.016000e-06,0.04,0,0.8
-3.012000e-06,0.024,0,0.8
-3.008000e-06,0.032,0,0.72
-3.004000e-06,0.04,0,0.8
-3.000000e-06,0.032,0,0.88
-2.996000e-06,0.032,0,0.8
-2.992000e-06,0.032,0,0.8
-2.988000e-06,0.032,0,0.8
-2.984000e-06,0.032,0,0.8
-2.980000e-06,0.032,0,0.72
-2.976000e-06,0.024,0,0.8
-2.972000e-06,0.024,0,0.72
-2.968000e-06,0.032,0,0.8
-2.964000e-06,0.032,0,0.8
-2.960000e-06,0.032,0,0.8
-2.956000e-06,0.024,-0.0008,0.72
-2.952000e-06,0.024,0,0.8
-2.948000e-06,0.024,-0.0008,0.8
-2.944000e-06,0.024,0,0.8
-2.940000e-06,0.04,0,0.8
-2.936000e-06,0.032,0,0.8
-2.932000e-06,0.024,0,0.8
-2.928000e-06,0.04,0,0.72
-2.924000e-06,0.032,0,0.8
-2.920000e-06,0.032,0,0.8
-2.916000e-06,0.032,0,0.72
-2.912000e-06,0.04,0,0.8
-2.908000e-06,0.024,0,0.72
-2.904000e-06,0.024,0,0.64
-2.900000e-06,0.032,0,0.72
-2.896000e-06,0.024,0,0.8
-2.892000e-06,0.032,0,0.8
-2.888000e-06,0.04,0,0.88
-2.884000e-06,0.04,0.0008,0.8
-2.880000e-06,0.024,0,0.8
-2.876000e-06,0.032,0,0.72
-2.872000e-06,0.024,0,0.8
-2.868000e-06,0.024,-0.0008,0.8
-2.864000e-06,0.032,0,0.8
-2.860000e-06,0.024,0,0.8
-2.856000e-06,0.032,0,0.8
-2.852000e-06,0.032,0.0008,0.72
-2.848000e-06,0.032,0,0.8
-2.844000e-06,0.024,0,0.72
-2.840000e-06,0.032,0,0.72
-2.836000e-06,0.024,0,0.8
-2.832000e-06,0.032,0,0.8
-2.828000e-06,0.04,0,0.72
-2.824000e-06,0.04,0,0.72
-2.820000e-06,0.032,0,0.72
-2.816000e-06,0.04,0,0.8
-2.812000e-06,0.032,0,0.8
-2.808000e-06,0.032,0,0.8
-2.804000e-06,0.024,0,0.8
-2.800000e-06,0.032,0,0.8
-2.796000e-06,0.032,0,0.8
-2.792000e-06,0.024,0,0.8
-2.788000e-06,0.024,0,0.8
-2.784000e-06,0.032,0,0.72
-2.780000e-06,0.032,0,0.8
-2.776000e-06,0.04,0,0.88
-2.772000e-06,0.024,0,0.8
-2.768000e-06,0.04,0,0.8
-2.764000e-06,0.04,0,0.8
-2.760000e-06,0.032,0,0.72
-2.756000e-06,0.032,0,0.8
-2.752000e-06,0.04,0.0008,0.72
-2.748000e-06,0.04,0,0.8
-2.744000e-06,0.032,0,0.8
-2.740000e-06,0.032,0,0.8
-2.736000e-06,0.04,0,0.72
-2.732000e-06,0.024,0,0.8
-2.728000e-06,0.032,0,0.8
-2.724000e-06,0.032,0,0.8
-2.720000e-06,0.032,0,0.72
-2.716000e-06,0.032,0,0.88
-2.712000e-06,0.024,0,0.8
-2.708000e-06,0.04,0,0.8
-2.704000e-06,0.032,0,0.8
-2.700000e-06,0.032,0,0.8
-2.696000e-06,0.04,0,0.8
-2.692000e-06,0.032,0,0.72
-2.688000e-06,0.032,0,0.8
-2.684000e-06,0.032,0.0008,0.72
-2.680000e-06,0.032,0,0.8
-2.676000e-06,0.024,0,0.8
-2.672000e-06,0.032,0,0.72
-2.668000e-06,0.032,0,0.72
-2.664000e-06,0.024,0,0.8
-2.660000e-06,0.032,0,0.8
-2.656000e-06,0.032,0,0.64
-2.652000e-06,0.032,0,0.8
-2.648000e-06,0.032,0,0.8
-2.644000e-06,0.032,0,0.8
-2.640000e-06,0.032,0,0.8
-2.636000e-06,0.04,0,0.8
-2.632000e-06,0.04,0,0.72
-2.628000e-06,0.032,0,0.72
-2.624000e-06,0.032,0.0008,0.72
-2.620000e-06,0.032,-0.0008,0.72
-2.616000e-06,0.032,0,0.72
-2.612000e-06,0.024,0,0.8
-2.608000e-06,0.04,0,0.72
-2.604000e-06,0.032,0,0.8
-2.600000e-06,0.032,0,0.72
-2.596000e-06,0.032,0,0.72
-2.592000e-06,0.032,0,0.8
-2.588000e-06,0.024,0,0.72
-2.584000e-06,0.032,0,0.8
-2.580000e-06,0.04,-0.0008,0.8
-2.576000e-06,0.032,0,0.8
-2.572000e-06,0.032,0,0.72
-2.568000e-06,0.024,0,0.88
-2.564000e-06,0.024,0,0.8
-2.560000e-06,0.024,0,0.72
-2.556000e-06,0.024,0,0.8
-2.552000e-06,0.032,0,0.8
-2.548000e-06,0.032,0,0.8
-2.544000e-06,0.032,0,0.8
-2.540000e-06,0.04,0,0.8
-2.536000e-06,0.032,0,0.72
-2.532000e-06,0.032,0,0.8
-2.528000e-06,0.032,-0.0008,0.8
-2.524000e-06,0.032,0,0.72
-2.520000e-06,0.032,0,0.8
-2.516000e-06,0.024,0,0.8
-2.512000e-06,0.024,0,0.72
-2.508000e-06,0.032,-0.0008,0.72
-2.504000e-06,0.032,0,0.8
-2.500000e-06,0.024,0,0.8
-2.496000e-06,0.032,0,0.72
-2.492000e-06,0.032,0,0.72
-2.488000e-06,0.04,0,0.8
-2.484000e-06,0.032,0,0.72
-2.480000e-06,0.024,0,0.88
-2.476000e-06,0.024,0,0.8
-2.472000e-06,0.032,0,0.8
-2.468000e-06,0.032,0,0.8
-2.464000e-06,0.032,0,0.8
-2.460000e-06,0.024,0,0.8
-2.456000e-06,0.032,-0.0008,0.8
-2.452000e-06,0.032,0,0.8
-2.448000e-06,0.032,0,0.72
-2.444000e-06,0.04,0.0008,0.72
-2.440000e-06,0.032,0.0008,0.72
-2.436000e-06,0.032,0,0.72
-2.432000e-06,0.04,0,0.72
-2.428000e-06,0.032,0.0008,0.72
-2.424000e-06,0.032,0,0.8
-2.420000e-06,0.024,0.0008,0.8
-2.416000e-06,0.04,0,0.8
-2.412000e-06,0.04,0,0.72
-2.408000e-06,0.032,0,0.72
-2.404000e-06,0.04,0,0.72
-2.400000e-06,0.032,0,0.72
-2.396000e-06,0.024,0,0.8
-2.392000e-06,0.032,0,0.72
-2.388000e-06,0.032,0,0.8
-2.384000e-06,0.024,0,0.88
-2.380000e-06,0.024,0,0.8
-2.376000e-06,0.032,0,0.72
-2.372000e-06,0.032,0,0.8
-2.368000e-06,0.04,0,0.72
-2.364000e-06,0.032,0,0.88
-2.360000e-06,0.032,0,0.8
-2.356000e-06,0.04,0,0.8
-2.352000e-06,0.032,0,0.72
-2.348000e-06,0.024,0,0.8
-2.344000e-06,0.024,0,0.8
-2.340000e-06,0.024,0,0.8
-2.336000e-06,0.032,0,0.72
-2.332000e-06,0.032,0,0.8
-2.328000e-06,0.024,0,0.8
-2.324000e-06,0.024,0,0.72
-2.320000e-06,0.032,0,0.72
-2.316000e-06,0.04,0,0.8
-2.312000e-06,0.032,0,0.8
-2.308000e-06,0.024,0,0.8
-2.304000e-06,0.032,-0.0008,0.72
-2.300000e-06,0.032,0,0.8
-2.296000e-06,0.04,0,0.72
-2.292000e-06,0.032,0,0.72
-2.288000e-06,0.032,0,0.88
-2.284000e-06,0.024,0,0.72
-2.280000e-06,0.032,0,0.8
-2.276000e-06,0.032,0,0.72
-2.272000e-06,0.032,0,0.8
-2.268000e-06,0.032,0,0.8
-2.264000e-06,0.024,0,0.8
-2.260000e-06,0.024,0,0.8
-2.256000e-06,0.024,0,0.8
-2.252000e-06,0.024,0,0.8
-2.248000e-06,0.032,-0.0008,0.8
-2.244000e-06,0.032,0,0.8
-2.240000e-06,0.032,0,0.8
-2.236000e-06,0.024,-0.0008,0.72
-2.232000e-06,0.032,0.0008,0.72
-2.228000e-06,0.032,0,0.72
-2.224000e-06,0.032,0,0.8
-2.220000e-06,0.04,0,0.8
-2.216000e-06,0.032,0,0.8
-2.212000e-06,0.032,0,0.72
-2.208000e-06,0.032,0,0.72
-2.204000e-06,0.04,0,0.72
-2.200000e-06,0.04,0,0.8
-2.196000e-06,0.032,0,0.8
-2.192000e-06,0.024,0,0.8
-2.188000e-06,0.04,0,0.8
-2.184000e-06,0.04,-0.0008,0.8
-2.180000e-06,0.032,0,0.8
-2.176000e-06,0.032,0,0.8
-2.172000e-06,0.032,-0.0008,0.72
-2.168000e-06,0.032,0,0.8
-2.164000e-06,0.04,0,0.8
-2.160000e-06,0.032,0,0.72
-2.156000e-06,0.024,0,0.88
-2.152000e-06,0.024,0,0.72
-2.148000e-06,0.032,0,0.8
-2.144000e-06,0.032,0,0.8
-2.140000e-06,0.032,0.0008,0.88
-2.136000e-06,0.032,0,0.72
-2.132000e-06,0.032,0,0.72
-2.128000e-06,0.032,0,0.72
-2.124000e-06,0.032,0,0.64
-2.120000e-06,0.032,0,0.72
-2.116000e-06,0.04,0,0.8
-2.112000e-06,0.032,0,0.72
-2.108000e-06,0.04,0.0008,0.72
-2.104000e-06,0.032,0,0.8
-2.100000e-06,0.024,0,0.72
-2.096000e-06,0.032,0,0.72
-2.092000e-06,0.04,0,0.72
-2.088000e-06,0.032,0,0.8
-2.084000e-06,0.032,0,0.72
-2.080000e-06,0.04,0,0.8
-2.076000e-06,0.04,0,0.8
-2.072000e-06,0.032,0,0.8
-2.068000e-06,0.032,0,0.72
-2.064000e-06,0.032,0,0.72
-2.060000e-06,0.04,0,0.8
-2.056000e-06,0.032,0.0008,0.72
-2.052000e-06,0.032,0,0.8
-2.048000e-06,0.032,0,0.8
-2.044000e-06,0.04,0,0.8
-2.040000e-06,0.032,0,0.8
-2.036000e-06,0.032,0,0.72
-2.032000e-06,0.04,0,0.8
-2.028000e-06,0.032,0,0.64
-2.024000e-06,0.024,0,0.8
-2.020000e-06,0.032,0,0.8
-2.016000e-06,0.032,0,0.72
-2.012000e-06,0.04,0,0.8
-2.008000e-06,0.032,0,0.72
-2.004000e-06,0.024,0,0.8
-2.000000e-06,0.032,0,0.72
-1.996000e-06,0.032,0,0.8
-1.992000e-06,0.04,0,0.72
-1.988000e-06,0.032,0,0.8
-1.984000e-06,0.032,-0.0008,0.72
-1.980000e-06,0.032,0,0.8
-1.976000e-06,0.032,0,0.8
-1.972000e-06,0.032,0,0.72
-1.968000e-06,0.024,0,0.8
-1.964000e-06,0.024,0,0.88
-1.960000e-06,0.032,0,0.8
-1.956000e-06,0.032,0,0.72
-1.952000e-06,0.024,0,0.72
-1.948000e-06,0.04,0,0.72
-1.944000e-06,0.04,0,0.72
-1.940000e-06,0.04,0,0.8
-1.936000e-06,0.032,0,0.72
-1.932000e-06,0.032,0,0.72
-1.928000e-06,0.024,0,0.8
-1.924000e-06,0.024,0,0.72
-1.920000e-06,0.032,0,0.8
-1.916000e-06,0.032,0,0.72
-1.912000e-06,0.04,0,0.8
-1.908000e-06,0.032,0,0.72
-1.904000e-06,0.024,0,0.72
-1.900000e-06,0.024,0,0.8
-1.896000e-06,0.024,0,0.8
-1.892000e-06,0.032,0,0.8
-1.888000e-06,0.032,0,0.72
-1.884000e-06,0.032,0,0.8
-1.880000e-06,0.024,0,0.72
-1.876000e-06,0.032,0,0.8
-1.872000e-06,0.032,0,0.8
-1.868000e-06,0.032,0,0.72
-1.864000e-06,0.024,0,0.8
-1.860000e-06,0.032,-0.0008,0.8
-1.856000e-06,0.032,0,0.8
-1.852000e-06,0.032,0,0.72
-1.848000e-06,0.032,0,0.8
-1.844000e-06,0.032,0,0.72
-1.840000e-06,0.04,0,0.8
-1.836000e-06,0.032,0,0.8
-1.832000e-06,0.024,0,0.72
-1.828000e-06,0.032,0,0.8
-1.824000e-06,0.032,0,0.8
-1.820000e-06,0.032,0,0.72
-1.816000e-06,0.032,0,0.8
-1.812000e-06,0.024,0,0.72
-1.808000e-06,0.032,0,0.8
-1.804000e-06,0.032,0,0.8
-1.800000e-06,0.032,0,0.72
-1.796000e-06,0.04,0,0.8
-1.792000e-06,0.024,0,0.72
-1.788000e-06,0.04,0,0.8
-1.784000e-06,0.032,0,0.8
-1.780000e-06,0.04,0,0.72
-1.776000e-06,0.04,0,0.72
-1.772000e-06,0.032,0,0.72
-1.768000e-06,0.032,0,0.8
-1.764000e-06,0.032,0,0.72
-1.760000e-06,0.032,0,0.88
-1.756000e-06,0.04,0,0.8
-1.752000e-06,0.024,0,0.72
-1.748000e-06,0.024,-0.0008,0.8
-1.744000e-06,0.032,0,0.8
-1.740000e-06,0.032,0,0.88
-1.736000e-06,0.032,0,0.8
-1.732000e-06,0.032,-0.0008,0.8
-1.728000e-06,0.04,0,0.8
-1.724000e-06,0.032,0,0.72
-1.720000e-06,0.024,0,0.8
-1.716000e-06,0.04,0,0.72
-1.712000e-06,0.032,0,0.72
-1.708000e-06,0.032,0,0.72
-1.704000e-06,0.032,0,0.8
-1.700000e-06,0.032,0,0.72
-1.696000e-06,0.024,0,0.8
-1.692000e-06,0.032,0,0.8
-1.688000e-06,0.032,0,0.8
-1.684000e-06,0.032,0,0.72
-1.680000e-06,0.032,0,0.72
-1.676000e-06,0.024,0,0.72
-1.672000e-06,0.032,0,0.72
-1.668000e-06,0.032,0,0.8
-1.664000e-06,0.032,0,0.72
-1.660000e-06,0.032,0,0.72
-1.656000e-06,0.032,0,0.8
-1.652000e-06,0.024,-0.0008,0.8
-1.648000e-06,0.032,0,0.72
-1.644000e-06,0.032,0,0.72
-1.640000e-06,0.024,0,0.72
-1.636000e-06,0.032,0,0.8
-1.632000e-06,0.032,0,0.8
-1.628000e-06,0.032,0,0.88
-1.624000e-06,0.032,0,0.8
-1.620000e-06,0.024,0,0.72
-1.616000e-06,0.032,0,0.72
-1.612000e-06,0.032,0,0.8
-1.608000e-06,0.032,0,0.72
-1.604000e-06,0.032,0,0.72
-1.600000e-06,0.024,0,0.8
-1.596000e-06,0.024,0,0.72
-1.592000e-06,0.032,0,0.72
-1.588000e-06,0.024,0,0.72
-1.584000e-06,0.04,0,0.72
-1.580000e-06,0.024,0,0.72
-1.576000e-06,0.032,0,0.8
-1.572000e-06,0.032,0,0.72
-1.568000e-06,0.032,0,0.8
-1.564000e-06,0.032,0,0.72
-1.560000e-06,0.032,0,0.8
-1.556000e-06,0.032,0,0.72
-1.552000e-06,0.032,0,0.72
-1.548000e-06,0.032,0,0.8
-1.544000e-06,0.024,0,0.8
-1.540000e-06,0.032,0,0.8
-1.536000e-06,0.032,0,0.8
-1.532000e-06,0.04,0,0.72
-1.528000e-06,0.032,0,0.72
-1.524000e-06,0.032,0,0.72
-1.520000e-06,0.032,0,0.8
-1.516000e-06,0.032,0.0008,0.8
-1.512000e-06,0.032,0,0.8
-1.508000e-06,0.04,0,0.72
-1.504000e-06,0.04,0,0.8
-1.500000e-06,0.024,0,0.8
-1.496000e-06,0.032,0,0.8
-1.492000e-06,0.032,-0.0008,0.8
-1.488000e-06,0.04,0,0.72
-1.484000e-06,0.032,0,0.72
-1.480000e-06,0.04,-0.0008,0.8
-1.476000e-06,0.032,0,0.72
-1.472000e-06,0.032,0,0.8
-1.468000e-06,0.032,0,0.72
-1.464000e-06,0.032,0,0.72
-1.460000e-06,0.032,0,0.72
-1.456000e-06,0.032,0,0.8
-1.452000e-06,0.032,0,0.8
-1.448000e-06,0.024,0,0.8
-1.444000e-06,0.032,0,0.8
-1.440000e-06,0.032,0,0.72
-1.436000e-06,0.032,0,0.72
-1.432000e-06,0.04,0,0.72
-1.428000e-06,0.032,0,0.8
-1.424000e-06,0.032,0,0.72
-1.420000e-06,0.032,0,0.72
-1.416000e-06,0.04,0,0.8
-1.412000e-06,0.032,0,0.88
-1.408000e-06,0.024,0,0.72
-1.404000e-06,0.04,0,0.8
-1.400000e-06,0.032,0,0.8
-1.396000e-06,0.032,0,0.8
-1.392000e-06,0.024,0,0.8
-1.388000e-06,0.032,0,0.8
-1.384000e-06,0.032,0,0.72
-1.380000e-06,0.032,0,0.72
-1.376000e-06,0.032,0.0008,0.8
-1.372000e-06,0.024,0,0.72
-1.368000e-06,0.032,0,0.8
-1.364000e-06,0.032,0,0.8
-1.360000e-06,0.032,0,0.72
-1.356000e-06,0.024,0,0.8
-1.352000e-06,0.032,0,0.8
-1.348000e-06,0.032,0,0.8
-1.344000e-06,0.04,0,0.72
-1.340000e-06,0.032,0,0.72
-1.336000e-06,0.032,0,0.72
-1.332000e-06,0.024,0,0.88
-1.328000e-06,0.032,0,0.8
-1.324000e-06,0.032,0,0.8
-1.320000e-06,0.04,0,0.8
-1.316000e-06,0.024,0,0.8
-1.312000e-06,0.032,0,0.72
-1.308000e-06,0.032,0,0.72
-1.304000e-06,0.032,0,0.72
-1.300000e-06,0.024,0,0.72
-1.296000e-06,0.04,0,0.8
-1.292000e-06,0.032,0,0.8
-1.288000e-06,0.032,0,0.8
-1.284000e-06,0.032,0,0.64
-1.280000e-06,0.032,0.0008,0.72
-1.276000e-06,0.032,0,0.8
-1.272000e-06,0.024,0,0.72
-1.268000e-06,0.032,-0.0008,0.88
-1.264000e-06,0.032,0,0.72
-1.260000e-06,0.04,0,0.72
-1.256000e-06,0.032,0,0.72
-1.252000e-06,0.032,0,0.72
-1.248000e-06,0.032,0,0.72
-1.244000e-06,0.032,0,0.8
-1.240000e-06,0.04,0,0.8
-1.236000e-06,0.04,0,0.8
-1.232000e-06,0.024,0,0.8
-1.228000e-06,0.024,0,0.8
-1.224000e-06,0.032,0,0.8
-1.220000e-06,0.032,0,0.72
-1.216000e-06,0.024,0,0.72
-1.212000e-06,0.032,0,0.72
-1.208000e-06,0.024,-0.0008,0.8
-1.204000e-06,0.024,-0.0008,0.8
-1.200000e-06,0.032,0,0.8
-1.196000e-06,0.032,0,0.88
-1.192000e-06,0.032,0,0.8
-1.188000e-06,0.032,0,0.72
-1.184000e-06,0.032,0,0.8
-1.180000e-06,0.032,0,0.8
-1.176000e-06,0.032,0,0.72
-1.172000e-06,0.032,0,0.8
-1.168000e-06,0.024,0,0.8
-1.164000e-06,0.032,0,0.8
-1.160000e-06,0.032,-0.0008,0.8
-1.156000e-06,0.032,0,0.8
-1.152000e-06,0.032,0,0.8
-1.148000e-06,0.032,0.0008,0.8
-1.144000e-06,0.04,0,0.8
-1.140000e-06,0.032,0.0008,0.8
-1.136000e-06,0.032,0,0.72
-1.132000e-06,0.032,0,0.8
