#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:06:12
# Real time (s): 1254.680
# Live time (s): 1200.000
#
# Total counts:  195605
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  328
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
350	297.040	267	0.2225
351	297.887	277	0.230833
352	298.734	307	0.255833
353	299.581	265	0.220833
354	300.427	277	0.230833
355	301.274	264	0.22
356	302.121	282	0.235
357	302.968	301	0.250833
358	303.815	295	0.245833
359	304.661	305	0.254167
360	305.508	301	0.250833
361	306.355	302	0.251667
362	307.202	300	0.25
363	308.048	244	0.203333
364	308.895	300	0.25
365	309.742	302	0.251667
366	310.589	288	0.24
367	311.435	294	0.245
368	312.282	305	0.254167
369	313.129	321	0.2675
370	313.976	273	0.2275
371	314.823	290	0.241667
372	315.669	295	0.245833
373	316.516	315	0.2625
374	317.363	290	0.241667
375	318.210	291	0.2425
376	319.056	273	0.2275
377	319.903	266	0.221667
378	320.750	294	0.245
379	321.597	282	0.235
380	322.444	332	0.276667
381	323.290	297	0.2475
382	324.137	290	0.241667
383	324.984	303	0.2525
384	325.831	320	0.266667
385	326.677	301	0.250833
386	327.524	323	0.269167
387	328.371	288	0.24
388	329.218	294	0.245
389	330.065	303	0.2525
390	330.911	291	0.2425
391	331.758	320	0.266667
392	332.605	297	0.2475
393	333.452	288	0.24
394	334.298	340	0.283333
395	335.145	311	0.259167
396	335.992	310	0.258333
397	336.839	306	0.255
398	337.685	332	0.276667
399	338.532	305	0.254167
400	339.379	256	0.213333
401	340.226	311	0.259167
402	341.073	297	0.2475
403	341.919	309	0.2575
404	342.766	299	0.249167
405	343.613	284	0.236667
406	344.460	297	0.2475
407	345.306	324	0.27
408	346.153	309	0.2575
409	347.000	329	0.274167
410	347.847	336	0.28
411	348.694	327	0.2725
412	349.540	313	0.260833
413	350.387	321	0.2675
414	351.234	331	0.275833
415	352.081	339	0.2825
416	352.927	308	0.256667
417	353.774	343	0.285833
418	354.621	354	0.295
419	355.468	314	0.261667
420	356.315	301	0.250833
421	357.161	303	0.2525
422	358.008	289	0.240833
423	358.855	317	0.264167
424	359.702	335	0.279167
425	360.548	312	0.26
426	361.395	292	0.243333
427	362.242	308	0.256667
428	363.089	296	0.246667
429	363.935	329	0.274167
430	364.782	323	0.269167
431	365.629	288	0.24
432	366.476	323	0.269167
433	367.323	309	0.2575
434	368.169	294	0.245
435	369.016	314	0.261667
436	369.863	277	0.230833
437	370.710	310	0.258333
438	371.556	288	0.24
439	372.403	309	0.2575
440	373.250	282	0.235
441	374.097	296	0.246667
442	374.944	280	0.233333
443	375.790	290	0.241667
444	376.637	333	0.2775
445	377.484	271	0.225833
446	378.331	304	0.253333
447	379.177	327	0.2725
448	380.024	287	0.239167
449	380.871	308	0.256667
450	381.718	284	0.236667
451	382.565	295	0.245833
452	383.411	273	0.2275
453	384.258	306	0.255
454	385.105	274	0.228333
455	385.952	292	0.243333
456	386.798	292	0.243333
457	387.645	262	0.218333
458	388.492	275	0.229167
459	389.339	323	0.269167
460	390.185	274	0.228333
461	391.032	228	0.19
462	391.879	263	0.219167
463	392.726	265	0.220833
464	393.573	256	0.213333
465	394.419	264	0.22
466	395.266	265	0.220833
467	396.113	262	0.218333
468	396.960	268	0.223333
469	397.806	261	0.2175
470	398.653	252	0.21
471	399.500	239	0.199167
472	400.347	254	0.211667
473	401.194	283	0.235833
474	402.040	254	0.211667
475	402.887	239	0.199167
