#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-22, 15:14:19
# Real time (s): 1907.730
# Live time (s): 1800.000
#
# Total counts:  24657198
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  5274
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
604	512.121	1605	0.891667
605	512.968	1547	0.859444
606	513.815	1494	0.83
607	514.661	1522	0.845556
608	515.508	1550	0.861111
609	516.355	1586	0.881111
610	517.202	1545	0.858333
611	518.048	1531	0.850556
612	518.895	1552	0.862222
613	519.742	1523	0.846111
614	520.589	1480	0.822222
615	521.436	1496	0.831111
616	522.282	1521	0.845
617	523.129	1498	0.832222
618	523.976	1489	0.827222
619	524.823	1475	0.819444
620	525.669	1519	0.843889
621	526.516	1553	0.862778
622	527.363	1443	0.801667
623	528.210	1480	0.822222
624	529.056	1467	0.815
625	529.903	1466	0.814444
626	530.750	1456	0.808889
627	531.597	1468	0.815556
628	532.444	1447	0.803889
629	533.290	1451	0.806111
630	534.137	1452	0.806667
631	534.984	1460	0.811111
632	535.831	1385	0.769444
633	536.677	1355	0.752778
634	537.524	1395	0.775
635	538.371	1372	0.762222
636	539.218	1353	0.751667
637	540.065	1441	0.800556
638	540.911	1406	0.781111
639	541.758	1394	0.774444
640	542.605	1383	0.768333
641	543.452	1342	0.745556
642	544.298	1377	0.765
643	545.145	1437	0.798333
644	545.992	1365	0.758333
645	546.839	1351	0.750556
646	547.686	1325	0.736111
647	548.532	1341	0.745
648	549.379	1374	0.763333
649	550.226	1308	0.726667
650	551.073	1348	0.748889
651	551.919	1375	0.763889
652	552.766	1253	0.696111
653	553.613	1327	0.737222
654	554.460	1303	0.723889
655	555.306	1219	0.677222
656	556.153	1329	0.738333
657	557.000	1314	0.73
658	557.847	1282	0.712222
659	558.694	1310	0.727778
660	559.540	1338	0.743333
661	560.387	1250	0.694444
662	561.234	1229	0.682778
663	562.081	1229	0.682778
664	562.927	1252	0.695556
665	563.774	1249	0.693889
666	564.621	1248	0.693333
667	565.468	1254	0.696667
668	566.315	1193	0.662778
669	567.161	1259	0.699444
670	568.008	1232	0.684444
671	568.855	1205	0.669444
672	569.702	1235	0.686111
673	570.548	1175	0.652778
674	571.395	1191	0.661667
675	572.242	1157	0.642778
676	573.089	1133	0.629444
677	573.936	1180	0.655556
678	574.782	1213	0.673889
679	575.629	1174	0.652222
680	576.476	1146	0.636667
681	577.323	1123	0.623889
682	578.169	1176	0.653333
683	579.016	1140	0.633333
684	579.863	1153	0.640556
685	580.710	1191	0.661667
686	581.556	1132	0.628889
687	582.403	1097	0.609444
688	583.250	1106	0.614444
689	584.097	1096	0.608889
690	584.944	1123	0.623889
691	585.790	1108	0.615556
692	586.637	1079	0.599444
693	587.484	1080	0.6
694	588.331	1071	0.595
695	589.177	1066	0.592222
696	590.024	1093	0.607222
697	590.871	1068	0.593333
698	591.718	1049	0.582778
699	592.565	1014	0.563333
700	593.411	1035	0.575
701	594.258	1074	0.596667
702	595.105	1078	0.598889
703	595.952	1051	0.583889
704	596.798	987	0.548333
705	597.645	1059	0.588333
706	598.492	989	0.549444
