#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 17:16:57
# Real time (s): 1263.400
# Live time (s): 1200.000
#
# Total counts:  206129
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  106
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
358	303.815	145	0.120833
359	304.661	152	0.126667
360	305.508	138	0.115
361	306.355	136	0.113333
362	307.202	150	0.125
363	308.048	139	0.115833
364	308.895	132	0.11
365	309.742	122	0.101667
366	310.589	126	0.105
367	311.435	128	0.106667
368	312.282	138	0.115
369	313.129	127	0.105833
370	313.976	127	0.105833
371	314.823	122	0.101667
372	315.669	144	0.12
373	316.516	110	0.0916667
374	317.363	116	0.0966667
375	318.210	120	0.1
376	319.056	121	0.100833
377	319.903	124	0.103333
378	320.750	115	0.0958333
379	321.597	116	0.0966667
380	322.444	115	0.0958333
381	323.290	112	0.0933333
382	324.137	118	0.0983333
383	324.984	105	0.0875
384	325.831	134	0.111667
385	326.677	124	0.103333
386	327.524	123	0.1025
387	328.371	100	0.0833333
388	329.218	106	0.0883333
389	330.065	103	0.0858333
390	330.911	84	0.07
391	331.758	126	0.105
392	332.605	121	0.100833
393	333.452	77	0.0641667
394	334.298	108	0.09
395	335.145	131	0.109167
396	335.992	103	0.0858333
397	336.839	86	0.0716667
398	337.685	98	0.0816667
399	338.532	94	0.0783333
400	339.379	86	0.0716667
401	340.226	91	0.0758333
402	341.073	102	0.085
403	341.919	100	0.0833333
404	342.766	102	0.085
405	343.613	85	0.0708333
406	344.460	92	0.0766667
407	345.306	104	0.0866667
408	346.153	86	0.0716667
409	347.000	98	0.0816667
410	347.847	91	0.0758333
411	348.694	91	0.0758333
412	349.540	79	0.0658333
413	350.387	103	0.0858333
414	351.234	100	0.0833333
415	352.081	96	0.08
416	352.927	75	0.0625
417	353.774	88	0.0733333
418	354.621	89	0.0741667
419	355.468	80	0.0666667
420	356.315	95	0.0791667
421	357.161	91	0.0758333
422	358.008	95	0.0791667
423	358.855	88	0.0733333
424	359.702	90	0.075
425	360.548	82	0.0683333
426	361.395	88	0.0733333
427	362.242	91	0.0758333
428	363.089	90	0.075
429	363.935	82	0.0683333
430	364.782	80	0.0666667
431	365.629	78	0.065
432	366.476	83	0.0691667
433	367.323	90	0.075
434	368.169	84	0.07
435	369.016	85	0.0708333
436	369.863	90	0.075
437	370.710	85	0.0708333
438	371.556	84	0.07
439	372.403	61	0.0508333
440	373.250	77	0.0641667
441	374.097	79	0.0658333
442	374.944	83	0.0691667
443	375.790	81	0.0675
444	376.637	81	0.0675
445	377.484	82	0.0683333
446	378.331	96	0.08
447	379.177	91	0.0758333
448	380.024	83	0.0691667
449	380.871	86	0.0716667
450	381.718	80	0.0666667
451	382.565	87	0.0725
452	383.411	81	0.0675
453	384.258	69	0.0575
454	385.105	75	0.0625
455	385.952	81	0.0675
456	386.798	87	0.0725
457	387.645	95	0.0791667
458	388.492	71	0.0591667
459	389.339	81	0.0675
460	390.185	74	0.0616667
461	391.032	94	0.0783333
462	391.879	66	0.055
463	392.726	78	0.065
464	393.573	79	0.0658333
465	394.419	71	0.0591667
466	395.266	86	0.0716667
467	396.113	74	0.0616667
468	396.960	75	0.0625
469	397.806	87	0.0725
470	398.653	80	0.0666667
471	399.500	72	0.06
472	400.347	64	0.0533333
473	401.194	62	0.0516667
474	402.040	54	0.045
475	402.887	72	0.06
476	403.734	89	0.0741667
477	404.581	67	0.0558333
478	405.427	80	0.0666667
479	406.274	70	0.0583333
480	407.121	72	0.06
481	407.968	74	0.0616667
482	408.815	74	0.0616667
483	409.661	73	0.0608333
484	410.508	84	0.07
485	411.355	70	0.0583333
486	412.202	72	0.06
487	413.048	62	0.0516667
488	413.895	61	0.0508333
489	414.742	61	0.0508333
490	415.589	59	0.0491667
491	416.435	73	0.0608333
492	417.282	63	0.0525
493	418.129	64	0.0533333
494	418.976	57	0.0475
495	419.823	51	0.0425
496	420.669	57	0.0475
497	421.516	57	0.0475
498	422.363	69	0.0575
499	423.210	77	0.0641667
500	424.056	59	0.0491667
501	424.903	67	0.0558333
502	425.750	59	0.0491667
503	426.597	54	0.045
504	427.444	63	0.0525
505	428.290	70	0.0583333
506	429.137	47	0.0391667
507	429.984	58	0.0483333
