#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:57:48
# Real time (s): 1234.220
# Live time (s): 1200.000
#
# Total counts:  2339394
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1411
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
403	341.919	3349	2.79083
404	342.766	3200	2.66667
405	343.613	3189	2.6575
406	344.460	3137	2.61417
407	345.306	3057	2.5475
408	346.153	2957	2.46417
409	347.000	2950	2.45833
410	347.847	2772	2.31
411	348.694	2853	2.3775
412	349.540	2748	2.29
413	350.387	2771	2.30917
414	351.234	2755	2.29583
415	352.081	2617	2.18083
416	352.927	2672	2.22667
417	353.774	2625	2.1875
418	354.621	2503	2.08583
419	355.468	2421	2.0175
420	356.315	2493	2.0775
421	357.161	2328	1.94
422	358.008	2436	2.03
423	358.855	2296	1.91333
424	359.702	2430	2.025
425	360.548	2313	1.9275
426	361.395	2252	1.87667
427	362.242	2141	1.78417
428	363.089	2229	1.8575
429	363.935	2195	1.82917
430	364.782	2074	1.72833
431	365.629	2046	1.705
432	366.476	2114	1.76167
433	367.323	2005	1.67083
434	368.169	2031	1.6925
435	369.016	2025	1.6875
436	369.863	1880	1.56667
437	370.710	1882	1.56833
438	371.556	1776	1.48
439	372.403	1835	1.52917
440	373.250	1848	1.54
441	374.097	1780	1.48333
442	374.944	1761	1.4675
443	375.790	1690	1.40833
444	376.637	1684	1.40333
445	377.484	1666	1.38833
446	378.331	1716	1.43
447	379.177	1649	1.37417
448	380.024	1633	1.36083
449	380.871	1533	1.2775
450	381.718	1581	1.3175
451	382.565	1552	1.29333
452	383.411	1467	1.2225
453	384.258	1459	1.21583
454	385.105	1470	1.225
455	385.952	1399	1.16583
456	386.798	1356	1.13
457	387.645	1311	1.0925
458	388.492	1339	1.11583
459	389.339	1316	1.09667
460	390.185	1267	1.05583
461	391.032	1243	1.03583
462	391.879	1223	1.01917
463	392.726	1234	1.02833
464	393.573	1204	1.00333
465	394.419	1147	0.955833
466	395.266	1178	0.981667
467	396.113	1123	0.935833
468	396.960	1162	0.968333
469	397.806	1068	0.89
470	398.653	1084	0.903333
471	399.500	1066	0.888333
472	400.347	1105	0.920833
473	401.194	978	0.815
474	402.040	1001	0.834167
475	402.887	963	0.8025
476	403.734	958	0.798333
477	404.581	943	0.785833
478	405.427	1013	0.844167
479	406.274	970	0.808333
480	407.121	961	0.800833
481	407.968	864	0.72
482	408.815	949	0.790833
483	409.661	893	0.744167
484	410.508	948	0.79
485	411.355	877	0.730833
486	412.202	841	0.700833
487	413.048	800	0.666667
488	413.895	854	0.711667
489	414.742	870	0.725
490	415.589	843	0.7025
491	416.435	763	0.635833
492	417.282	782	0.651667
493	418.129	794	0.661667
494	418.976	805	0.670833
495	419.823	780	0.65
496	420.669	781	0.650833
497	421.516	775	0.645833
498	422.363	815	0.679167
499	423.210	735	0.6125
500	424.056	768	0.64
501	424.903	723	0.6025
502	425.750	771	0.6425
503	426.597	733	0.610833
504	427.444	746	0.621667
505	428.290	756	0.63
506	429.137	730	0.608333
507	429.984	729	0.6075
508	430.831	732	0.61
