#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 15:20:30
# Real time (s): 1229.190
# Live time (s): 1200.000
#
# Total counts:  1371511
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1699
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
499	423.210	964	0.803333
500	424.056	869	0.724167
501	424.903	916	0.763333
502	425.750	903	0.7525
503	426.597	910	0.758333
504	427.444	886	0.738333
505	428.290	919	0.765833
506	429.137	864	0.72
507	429.984	885	0.7375
508	430.831	847	0.705833
509	431.677	880	0.733333
510	432.524	832	0.693333
511	433.371	869	0.724167
512	434.218	823	0.685833
513	435.065	876	0.73
514	435.911	812	0.676667
515	436.758	830	0.691667
516	437.605	838	0.698333
517	438.452	827	0.689167
518	439.298	856	0.713333
519	440.145	867	0.7225
520	440.992	807	0.6725
521	441.839	797	0.664167
522	442.685	800	0.666667
523	443.532	833	0.694167
524	444.379	842	0.701667
525	445.226	836	0.696667
526	446.073	815	0.679167
527	446.919	823	0.685833
528	447.766	794	0.661667
529	448.613	791	0.659167
530	449.460	816	0.68
531	450.306	825	0.6875
532	451.153	769	0.640833
533	452.000	764	0.636667
534	452.847	845	0.704167
535	453.694	773	0.644167
536	454.540	794	0.661667
537	455.387	817	0.680833
538	456.234	822	0.685
539	457.081	797	0.664167
540	457.927	824	0.686667
541	458.774	827	0.689167
542	459.621	818	0.681667
543	460.468	814	0.678333
544	461.315	740	0.616667
545	462.161	768	0.64
546	463.008	788	0.656667
547	463.855	758	0.631667
548	464.702	783	0.6525
549	465.548	770	0.641667
550	466.395	747	0.6225
551	467.242	765	0.6375
552	468.089	834	0.695
553	468.935	762	0.635
554	469.782	779	0.649167
555	470.629	783	0.6525
556	471.476	822	0.685
557	472.323	809	0.674167
558	473.169	764	0.636667
559	474.016	812	0.676667
560	474.863	772	0.643333
561	475.710	769	0.640833
562	476.556	784	0.653333
563	477.403	780	0.65
564	478.250	785	0.654167
565	479.097	806	0.671667
566	479.944	794	0.661667
567	480.790	768	0.64
568	481.637	810	0.675
569	482.484	819	0.6825
570	483.331	817	0.680833
571	484.177	767	0.639167
572	485.024	776	0.646667
573	485.871	813	0.6775
574	486.718	772	0.643333
575	487.565	789	0.6575
576	488.411	809	0.674167
577	489.258	801	0.6675
578	490.105	816	0.68
579	490.952	771	0.6425
580	491.798	796	0.663333
581	492.645	812	0.676667
582	493.492	793	0.660833
583	494.339	773	0.644167
584	495.185	725	0.604167
585	496.032	768	0.64
586	496.879	807	0.6725
