Model,MDO3024
Firmware Version,1.20

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,1e-05,,
Horizontal Delay,4e-05,,
Sample Interval,1e-08,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,10
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.2,0.02,2
Vertical Position,0,0,0
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
3.645000e-05,0.392,-0.0008,0.72
3.646000e-05,0.392,0,0.8
3.647000e-05,0.392,-0.0008,0.72
3.648000e-05,0.4,0,0.8
3.649000e-05,0.392,0,0.72
3.650000e-05,0.392,0,0.8
3.651000e-05,0.392,0,0.8
3.652000e-05,0.392,0.0008,0.8
3.653000e-05,0.392,0,0.72
3.654000e-05,0.384,-0.0008,0.72
3.655000e-05,0.392,0,0.72
3.656000e-05,0.384,0,0.8
3.657000e-05,0.392,0,0.8
3.658000e-05,0.392,0,0.72
3.659000e-05,0.392,0,0.8
3.660000e-05,0.392,0,0.72
3.661000e-05,0.384,0,0.72
3.662000e-05,0.392,0,0.8
3.663000e-05,0.392,0,0.72
3.664000e-05,0.384,0,0.8
3.665000e-05,0.392,0,0.72
3.666000e-05,0.392,0,0.72
3.667000e-05,0.4,0,0.8
3.668000e-05,0.4,-0.0008,0.8
3.669000e-05,0.384,0,0.72
3.670000e-05,0.384,-0.0008,0.8
3.671000e-05,0.392,0,0.72
3.672000e-05,0.392,0,0.72
3.673000e-05,0.392,0,0.8
3.674000e-05,0.4,0,0.8
3.675000e-05,0.384,0,0.8
3.676000e-05,0.392,0,0.72
3.677000e-05,0.392,0,0.8
3.678000e-05,0.384,0,0.8
3.679000e-05,0.4,0,0.8
3.680000e-05,0.392,0,0.72
3.681000e-05,0.392,0,0.72
3.682000e-05,0.384,0,0.88
3.683000e-05,0.4,0,0.8
3.684000e-05,0.392,0,0.8
3.685000e-05,0.384,-0.0008,0.8
3.686000e-05,0.384,0,0.72
3.687000e-05,0.392,0,0.72
3.688000e-05,0.384,0,0.8
3.689000e-05,0.392,-0.0008,0.8
3.690000e-05,0.392,0,0.8
3.691000e-05,0.384,0,0.8
3.692000e-05,0.392,-0.0008,0.8
3.693000e-05,0.384,0,0.72
3.694000e-05,0.392,0,0.64
3.695000e-05,0.384,0,0.8
3.696000e-05,0.392,-0.0008,0.72
3.697000e-05,0.384,0,0.72
3.698000e-05,0.384,-0.0008,0.72
3.699000e-05,0.392,0,0.8
3.700000e-05,0.384,0.0008,0.72
3.701000e-05,0.392,0,0.72
3.702000e-05,0.392,0,0.8
3.703000e-05,0.4,-0.0008,0.8
3.704000e-05,0.392,0,0.64
3.705000e-05,0.4,0,0.72
3.706000e-05,0.392,0,0.64
3.707000e-05,0.392,0,0.8
3.708000e-05,0.392,0,0.8
3.709000e-05,0.392,0,0.8
3.710000e-05,0.392,0,0.8
3.711000e-05,0.392,0,0.8
3.712000e-05,0.392,0,0.72
3.713000e-05,0.392,0,0.8
3.714000e-05,0.392,0,0.8
3.715000e-05,0.392,0,0.72
3.716000e-05,0.384,0,0.72
3.717000e-05,0.392,0,0.8
3.718000e-05,0.392,0,0.8
3.719000e-05,0.384,0,0.8
3.720000e-05,0.392,0,0.8
3.721000e-05,0.392,0,0.8
3.722000e-05,0.392,0,0.8
3.723000e-05,0.4,0,0.8
3.724000e-05,0.392,0,0.8
3.725000e-05,0.392,-0.0008,0.8
3.726000e-05,0.392,0,0.8
3.727000e-05,0.384,0,0.72
3.728000e-05,0.392,0,0.72
3.729000e-05,0.4,0,0.8
3.730000e-05,0.392,-0.0008,0.72
3.731000e-05,0.384,0,0.8
3.732000e-05,0.392,0,0.8
3.733000e-05,0.384,0,0.72
3.734000e-05,0.384,0,0.8
3.735000e-05,0.392,-0.0008,0.72
3.736000e-05,0.384,0,0.72
3.737000e-05,0.384,0,0.72
3.738000e-05,0.392,0,0.72
3.739000e-05,0.392,0,0.88
3.740000e-05,0.384,0,0.8
3.741000e-05,0.4,0,0.72
3.742000e-05,0.392,0,0.8
3.743000e-05,0.392,0,0.72
3.744000e-05,0.392,0,0.8
3.745000e-05,0.4,0,0.8
3.746000e-05,0.4,0,0.72
3.747000e-05,0.384,0,0.8
3.748000e-05,0.384,0,0.88
3.749000e-05,0.392,0,0.8
3.750000e-05,0.392,-0.0008,0.72
3.751000e-05,0.392,0,0.8
3.752000e-05,0.384,0,0.72
3.753000e-05,0.392,0,0.8
3.754000e-05,0.392,0,0.8
3.755000e-05,0.384,0,0.8
3.756000e-05,0.384,0,0.8
3.757000e-05,0.4,0,0.72
3.758000e-05,0.384,0,0.72
3.759000e-05,0.4,0,0.72
3.760000e-05,0.392,0,0.72
3.761000e-05,0.392,0,0.8
3.762000e-05,0.392,0,0.72
3.763000e-05,0.384,0,0.8
3.764000e-05,0.384,0,0.72
3.765000e-05,0.384,0,0.8
3.766000e-05,0.384,0,0.8
3.767000e-05,0.392,0,0.72
3.768000e-05,0.392,0,0.8
3.769000e-05,0.392,0,0.8
3.770000e-05,0.392,0,0.72
3.771000e-05,0.384,0,0.72
3.772000e-05,0.392,0,0.72
3.773000e-05,0.384,0,0.72
3.774000e-05,0.392,0,0.72
3.775000e-05,0.384,0,0.8
3.776000e-05,0.392,0,0.8
3.777000e-05,0.392,0,0.8
3.778000e-05,0.392,0,0.72
3.779000e-05,0.384,0.0008,0.72
3.780000e-05,0.384,0,0.8
3.781000e-05,0.392,0,0.8
3.782000e-05,0.4,0,0.72
3.783000e-05,0.392,0,0.8
3.784000e-05,0.392,0,0.72
3.785000e-05,0.392,0,0.8
3.786000e-05,0.384,0,0.88
3.787000e-05,0.384,0,0.8
3.788000e-05,0.384,0,0.8
3.789000e-05,0.392,0,0.8
3.790000e-05,0.4,-0.0008,0.64
3.791000e-05,0.392,0,0.72
3.792000e-05,0.384,0,0.8
3.793000e-05,0.384,0,0.8
3.794000e-05,0.392,0,0.8
3.795000e-05,0.392,0,0.8
3.796000e-05,0.384,0,0.8
3.797000e-05,0.384,0,0.8
3.798000e-05,0.384,0,0.8
3.799000e-05,0.392,0,0.72
3.800000e-05,0.384,0,0.72
3.801000e-05,0.384,0,0.72
3.802000e-05,0.384,0,0.8
3.803000e-05,0.392,0,0.8
3.804000e-05,0.392,0,0.72
3.805000e-05,0.392,0,0.72
3.806000e-05,0.392,0,0.72
3.807000e-05,0.392,0,0.72
3.808000e-05,0.376,0,0.8
3.809000e-05,0.392,0,0.72
3.810000e-05,0.392,0,0.72
3.811000e-05,0.392,0,0.8
3.812000e-05,0.384,0,0.8
3.813000e-05,0.384,0,0.72
3.814000e-05,0.384,0,0.72
3.815000e-05,0.384,0,0.72
3.816000e-05,0.392,0,0.8
3.817000e-05,0.392,0,0.72
3.818000e-05,0.392,0,0.8
3.819000e-05,0.392,0,0.8
3.820000e-05,0.392,0,0.8
3.821000e-05,0.392,0,0.8
3.822000e-05,0.4,-0.0008,0.8
3.823000e-05,0.384,0,0.8
3.824000e-05,0.384,0,0.72
3.825000e-05,0.392,0,0.72
3.826000e-05,0.384,0,0.8
3.827000e-05,0.392,0,0.8
3.828000e-05,0.392,0,0.8
3.829000e-05,0.392,0,0.72
3.830000e-05,0.384,-0.0008,0.8
3.831000e-05,0.392,0,0.88
3.832000e-05,0.392,0,0.8
3.833000e-05,0.384,0,0.72
3.834000e-05,0.384,0,0.72
3.835000e-05,0.392,0,0.8
3.836000e-05,0.4,0,0.8
3.837000e-05,0.384,0,0.8
3.838000e-05,0.384,0,0.72
3.839000e-05,0.384,0,0.8
3.840000e-05,0.392,0,0.72
3.841000e-05,0.384,0,0.8
3.842000e-05,0.384,0,0.72
3.843000e-05,0.392,0,0.72
3.844000e-05,0.392,0,0.8
3.845000e-05,0.392,0,0.72
3.846000e-05,0.392,0,0.72
3.847000e-05,0.384,0,0.72
3.848000e-05,0.392,0,0.8
3.849000e-05,0.384,0,0.8
3.850000e-05,0.392,0,0.8
3.851000e-05,0.392,0,0.8
3.852000e-05,0.392,0,0.8
3.853000e-05,0.384,0,0.72
3.854000e-05,0.384,0,0.72
3.855000e-05,0.384,0,0.72
3.856000e-05,0.384,0,0.72
3.857000e-05,0.384,0,0.8
3.858000e-05,0.392,0,0.72
3.859000e-05,0.384,0,0.8
3.860000e-05,0.384,0,0.8
3.861000e-05,0.384,0,0.8
3.862000e-05,0.384,0,0.8
3.863000e-05,0.384,0,0.8
3.864000e-05,0.392,0,0.72
3.865000e-05,0.4,0,0.8
3.866000e-05,0.384,0,0.72
3.867000e-05,0.392,0,0.72
3.868000e-05,0.392,0,0.72
3.869000e-05,0.384,0,0.72
3.870000e-05,0.392,0,0.88
3.871000e-05,0.384,0,0.72
3.872000e-05,0.384,0,0.8
3.873000e-05,0.4,-0.0008,0.72
3.874000e-05,0.384,-0.0008,0.8
3.875000e-05,0.384,0,0.64
3.876000e-05,0.384,0,0.8
3.877000e-05,0.392,0,0.72
3.878000e-05,0.384,0,0.8
3.879000e-05,0.392,0,0.8
3.880000e-05,0.384,0,0.8
3.881000e-05,0.392,0,0.72
3.882000e-05,0.392,0,0.72
3.883000e-05,0.392,0,0.72
3.884000e-05,0.384,0,0.72
3.885000e-05,0.384,0,0.72
3.886000e-05,0.384,-0.0008,0.72
3.887000e-05,0.384,0,0.72
3.888000e-05,0.384,0,0.72
3.889000e-05,0.392,0,0.72
3.890000e-05,0.392,0,0.72
3.891000e-05,0.392,0,0.8
3.892000e-05,0.384,0,0.8
3.893000e-05,0.384,0,0.8
3.894000e-05,0.384,0,0.8
3.895000e-05,0.392,0,0.8
3.896000e-05,0.384,0,0.8
3.897000e-05,0.392,0,0.8
3.898000e-05,0.384,0,0.8
3.899000e-05,0.384,0,0.8
3.900000e-05,0.384,0,0.72
3.901000e-05,0.392,0,0.72
3.902000e-05,0.384,0,0.8
3.903000e-05,0.376,0,0.8
3.904000e-05,0.384,0,0.8
3.905000e-05,0.384,0,0.72
3.906000e-05,0.384,0,0.72
3.907000e-05,0.392,0,0.8
3.908000e-05,0.384,0,0.8
3.909000e-05,0.384,0,0.8
3.910000e-05,0.384,0,0.8
3.911000e-05,0.392,0,0.72
3.912000e-05,0.384,0,0.8
3.913000e-05,0.392,0,0.8
3.914000e-05,0.384,0,0.8
3.915000e-05,0.392,0,0.8
3.916000e-05,0.392,0,0.8
3.917000e-05,0.384,0,0.8
3.918000e-05,0.384,0,0.72
3.919000e-05,0.392,0,0.8
3.920000e-05,0.384,0,0.8
3.921000e-05,0.376,0,0.72
3.922000e-05,0.384,0,0.72
3.923000e-05,0.384,0,0.72
3.924000e-05,0.392,0,0.8
3.925000e-05,0.392,0,0.72
3.926000e-05,0.392,0,0.72
3.927000e-05,0.384,0,0.8
3.928000e-05,0.392,0,0.8
3.929000e-05,0.392,0,0.8
3.930000e-05,0.384,0,0.8
3.931000e-05,0.384,0,0.8
3.932000e-05,0.392,0,0.72
3.933000e-05,0.384,0,0.8
3.934000e-05,0.384,0,0.72
3.935000e-05,0.392,0,0.8
3.936000e-05,0.384,0,0.8
3.937000e-05,0.392,0,0.72
3.938000e-05,0.384,0,0.8
3.939000e-05,0.376,0,0.8
3.940000e-05,0.384,0,0.72
3.941000e-05,0.392,0,0.72
3.942000e-05,0.384,0,0.72
3.943000e-05,0.384,0,0.72
3.944000e-05,0.392,0,0.72
3.945000e-05,0.384,-0.0008,0.8
3.946000e-05,0.384,0,0.72
3.947000e-05,0.384,0,0.72
3.948000e-05,0.384,0,0.8
3.949000e-05,0.384,0,0.72
3.950000e-05,0.384,0,0.72
3.951000e-05,0.384,0,0.8
3.952000e-05,0.384,0.0008,0.8
3.953000e-05,0.376,0,0.72
3.954000e-05,0.384,0,0.8
3.955000e-05,0.384,0,0.8
3.956000e-05,0.384,0,0.8
3.957000e-05,0.392,0,0.8
3.958000e-05,0.384,0,0.64
3.959000e-05,0.384,0,0.8
3.960000e-05,0.392,0,0.8
3.961000e-05,0.384,0,0.72
3.962000e-05,0.392,-0.0008,0.72
3.963000e-05,0.384,0,0.64
3.964000e-05,0.384,0,0.8
3.965000e-05,0.392,0,0.72
3.966000e-05,0.384,0,0.8
3.967000e-05,0.376,0,0.8
3.968000e-05,0.384,0,0.72
3.969000e-05,0.392,0,0.8
3.970000e-05,0.384,0,0.8
3.971000e-05,0.392,0,0.72
3.972000e-05,0.392,0,0.72
3.973000e-05,0.384,0,0.8
3.974000e-05,0.384,-0.0008,0.8
3.975000e-05,0.384,0,0.72
3.976000e-05,0.392,0,0.8
3.977000e-05,0.392,0,0.72
3.978000e-05,0.392,0,0.72
3.979000e-05,0.384,-0.0008,0.8
3.980000e-05,0.384,0,0.72
3.981000e-05,0.384,-0.0008,0.8
3.982000e-05,0.384,0,0.8
3.983000e-05,0.384,0,0.8
3.984000e-05,0.384,0,0.8
3.985000e-05,0.384,0,0.8
3.986000e-05,0.384,0,0.72
3.987000e-05,0.384,0,0.8
3.988000e-05,0.384,0,0.8
3.989000e-05,0.392,0,0.88
3.990000e-05,0.384,0,0.8
3.991000e-05,0.376,0,0.72
3.992000e-05,0.384,-0.0008,0.72
3.993000e-05,0.384,0,0.8
3.994000e-05,0.384,-0.0008,0.72
3.995000e-05,0.384,-0.0008,0.8
3.996000e-05,0.384,0,0.72
3.997000e-05,0.384,0.0008,0.8
3.998000e-05,0.384,0,0.8
3.999000e-05,0.384,0,0.64
4.000000e-05,0.392,0,0.8
4.001000e-05,0.384,0,0.8
4.002000e-05,0.384,0,0.8
4.003000e-05,0.384,0,0.72
4.004000e-05,0.384,0,0.64
4.005000e-05,0.384,0,0.88
4.006000e-05,0.384,0,0.72
4.007000e-05,0.392,0,0.72
4.008000e-05,0.384,0,0.8
4.009000e-05,0.392,0,0.72
4.010000e-05,0.376,0,0.8
4.011000e-05,0.376,0,0.8
4.012000e-05,0.384,0,0.72
4.013000e-05,0.384,0,0.72
4.014000e-05,0.376,0,0.8
4.015000e-05,0.384,0,0.64
4.016000e-05,0.384,0,0.72
4.017000e-05,0.4,0,0.8
4.018000e-05,0.384,0,0.8
4.019000e-05,0.384,0,0.72
4.020000e-05,0.384,-0.0008,0.8
4.021000e-05,0.384,0,0.72
4.022000e-05,0.384,0,0.8
4.023000e-05,0.384,0,0.72
4.024000e-05,0.384,0,0.72
4.025000e-05,0.384,0,0.72
4.026000e-05,0.392,0,0.72
4.027000e-05,0.376,0,0.8
4.028000e-05,0.384,0,0.8
4.029000e-05,0.376,0,0.8
4.030000e-05,0.384,0,0.72
4.031000e-05,0.384,0,0.8
4.032000e-05,0.384,0,0.8
4.033000e-05,0.392,-0.0008,0.8
4.034000e-05,0.376,0,0.8
4.035000e-05,0.392,0,0.72
4.036000e-05,0.384,-0.0008,0.72
4.037000e-05,0.384,-0.0008,0.8
4.038000e-05,0.384,0,0.8
4.039000e-05,0.384,0,0.8
4.040000e-05,0.384,0,0.8
4.041000e-05,0.384,0,0.72
4.042000e-05,0.376,0,0.72
4.043000e-05,0.384,0,0.72
4.044000e-05,0.384,0,0.8
4.045000e-05,0.376,0,0.8
4.046000e-05,0.384,0,0.8
4.047000e-05,0.384,0,0.8
4.048000e-05,0.384,0,0.72
4.049000e-05,0.384,0,0.8
4.050000e-05,0.384,0,0.8
4.051000e-05,0.384,0,0.72
4.052000e-05,0.384,0,0.72
4.053000e-05,0.384,-0.0008,0.8
4.054000e-05,0.376,0,0.72
4.055000e-05,0.376,0,0.72
4.056000e-05,0.384,0,0.72
4.057000e-05,0.384,0,0.72
4.058000e-05,0.384,0,0.72
4.059000e-05,0.384,0,0.8
4.060000e-05,0.376,0,0.72
4.061000e-05,0.392,0,0.8
4.062000e-05,0.384,0,0.72
4.063000e-05,0.384,0,0.8
4.064000e-05,0.384,-0.0008,0.8
4.065000e-05,0.392,0.0008,0.8
4.066000e-05,0.376,0,0.8
4.067000e-05,0.376,0,0.8
4.068000e-05,0.384,0,0.8
4.069000e-05,0.384,0,0.8
4.070000e-05,0.376,0,0.8
4.071000e-05,0.384,0,0.72
4.072000e-05,0.384,0,0.8
4.073000e-05,0.376,-0.0008,0.8
4.074000e-05,0.384,0,0.8
4.075000e-05,0.384,0,0.72
4.076000e-05,0.384,0,0.72
4.077000e-05,0.376,0,0.8
4.078000e-05,0.392,-0.0008,0.8
4.079000e-05,0.384,0,0.72
4.080000e-05,0.384,0,0.8
4.081000e-05,0.376,0,0.72
4.082000e-05,0.384,0,0.72
4.083000e-05,0.384,0.0008,0.8
4.084000e-05,0.384,0,0.8
4.085000e-05,0.384,0,0.72
4.086000e-05,0.384,0,0.72
4.087000e-05,0.384,0,0.8
4.088000e-05,0.384,0,0.64
4.089000e-05,0.384,0,0.8
4.090000e-05,0.384,0,0.8
4.091000e-05,0.384,0,0.72
4.092000e-05,0.384,0,0.72
4.093000e-05,0.384,0,0.72
4.094000e-05,0.376,0,0.72
4.095000e-05,0.384,0,0.8
4.096000e-05,0.376,0,0.8
4.097000e-05,0.384,0,0.88
4.098000e-05,0.384,0,0.72
4.099000e-05,0.384,0,0.72
4.100000e-05,0.384,0,0.72
4.101000e-05,0.384,0,0.72
4.102000e-05,0.384,0,0.8
4.103000e-05,0.384,0,0.8
4.104000e-05,0.384,0,0.72
4.105000e-05,0.384,0,0.72
4.106000e-05,0.376,0,0.8
4.107000e-05,0.384,0,0.8
4.108000e-05,0.384,0,0.72
4.109000e-05,0.384,0,0.72
4.110000e-05,0.376,-0.0008,0.72
4.111000e-05,0.392,0,0.72
4.112000e-05,0.384,0,0.72
4.113000e-05,0.384,0.0008,0.64
4.114000e-05,0.376,0,0.8
4.115000e-05,0.384,0,0.8
4.116000e-05,0.384,0,0.72
4.117000e-05,0.376,0,0.72
4.118000e-05,0.368,-0.0008,0.8
4.119000e-05,0.384,0,0.72
4.120000e-05,0.384,0,0.8
4.121000e-05,0.384,0,0.72
4.122000e-05,0.384,-0.0008,0.72
4.123000e-05,0.384,0,0.8
4.124000e-05,0.384,0,0.72
4.125000e-05,0.384,0,0.72
4.126000e-05,0.384,0,0.72
4.127000e-05,0.384,0,0.8
4.128000e-05,0.384,0,0.72
4.129000e-05,0.384,-0.0008,0.8
4.130000e-05,0.384,0,0.8
4.131000e-05,0.384,0,0.72
4.132000e-05,0.384,0,0.8
4.133000e-05,0.384,0,0.8
4.134000e-05,0.384,0,0.72
4.135000e-05,0.384,0,0.72
4.136000e-05,0.384,0,0.8
4.137000e-05,0.384,0,0.64
4.138000e-05,0.376,0,0.8
4.139000e-05,0.384,-0.0008,0.8
4.140000e-05,0.384,0,0.72
4.141000e-05,0.376,-0.0008,0.8
4.142000e-05,0.376,0,0.8
4.143000e-05,0.384,0,0.72
4.144000e-05,0.376,0,0.8
4.145000e-05,0.384,0,0.72
4.146000e-05,0.384,0,0.8
4.147000e-05,0.384,0,0.72
4.148000e-05,0.376,0,0.8
4.149000e-05,0.376,0,0.8
4.150000e-05,0.384,0,0.8
4.151000e-05,0.384,0,0.8
4.152000e-05,0.384,0,0.8
4.153000e-05,0.384,0,0.72
4.154000e-05,0.384,0,0.72
4.155000e-05,0.384,0,0.72
4.156000e-05,0.384,0,0.8
4.157000e-05,0.384,0,0.72
4.158000e-05,0.392,0,0.8
4.159000e-05,0.384,0,0.72
4.160000e-05,0.384,0,0.72
4.161000e-05,0.384,0,0.64
4.162000e-05,0.376,0,0.8
4.163000e-05,0.392,0,0.8
4.164000e-05,0.392,0,0.72
4.165000e-05,0.376,0,0.72
4.166000e-05,0.376,0,0.72
4.167000e-05,0.384,-0.0008,0.72
4.168000e-05,0.384,0,0.72
4.169000e-05,0.376,0,0.72
4.170000e-05,0.384,0,0.72
4.171000e-05,0.384,-0.0008,0.8
4.172000e-05,0.384,0,0.72
4.173000e-05,0.384,0,0.72
4.174000e-05,0.376,0,0.8
4.175000e-05,0.384,0,0.72
4.176000e-05,0.384,0,0.72
4.177000e-05,0.376,0,0.8
4.178000e-05,0.384,0,0.8
4.179000e-05,0.376,0,0.72
4.180000e-05,0.376,0,0.72
4.181000e-05,0.384,0,0.8
4.182000e-05,0.376,-0.0008,0.72
4.183000e-05,0.376,0,0.72
4.184000e-05,0.384,0,0.72
4.185000e-05,0.384,0,0.72
4.186000e-05,0.384,0,0.72
4.187000e-05,0.392,0,0.8
4.188000e-05,0.376,0,0.8
4.189000e-05,0.384,0,0.72
4.190000e-05,0.376,0,0.8
4.191000e-05,0.376,0,0.8
4.192000e-05,0.376,0,0.72
4.193000e-05,0.384,0,0.72
4.194000e-05,0.384,0,0.8
4.195000e-05,0.384,0,0.8
4.196000e-05,0.384,0,0.8
4.197000e-05,0.376,0.0008,0.8
4.198000e-05,0.384,0,0.72
4.199000e-05,0.376,0,0.72
4.200000e-05,0.384,0,0.8
4.201000e-05,0.384,0,0.72
4.202000e-05,0.384,0,0.72
4.203000e-05,0.384,0,0.64
4.204000e-05,0.384,-0.0008,0.8
4.205000e-05,0.376,0,0.72
4.206000e-05,0.384,0,0.72
4.207000e-05,0.384,0,0.72
4.208000e-05,0.384,0,0.72
4.209000e-05,0.384,0,0.8
4.210000e-05,0.392,0,0.72
4.211000e-05,0.384,0,0.8
4.212000e-05,0.384,0,0.8
4.213000e-05,0.384,0,0.88
4.214000e-05,0.376,0,0.8
4.215000e-05,0.376,0,0.72
4.216000e-05,0.384,0,0.8
4.217000e-05,0.376,0,0.72
4.218000e-05,0.384,0,0.64
4.219000e-05,0.384,0,0.72
4.220000e-05,0.384,0,0.8
4.221000e-05,0.376,0,0.8
4.222000e-05,0.384,0,0.72
4.223000e-05,0.376,0,0.72
4.224000e-05,0.376,0,0.8
4.225000e-05,0.384,0,0.72
4.226000e-05,0.376,0,0.72
4.227000e-05,0.376,0,0.72
4.228000e-05,0.376,0,0.72
4.229000e-05,0.384,0,0.72
4.230000e-05,0.384,0.0008,0.72
4.231000e-05,0.384,0,0.8
4.232000e-05,0.384,0,0.72
4.233000e-05,0.384,0,0.8
4.234000e-05,0.376,0,0.64
4.235000e-05,0.376,0,0.8
4.236000e-05,0.384,0,0.8
4.237000e-05,0.376,0,0.72
4.238000e-05,0.376,0,0.8
4.239000e-05,0.384,0,0.8
4.240000e-05,0.376,-0.0008,0.8
4.241000e-05,0.376,0,0.8
4.242000e-05,0.384,0,0.8
4.243000e-05,0.376,0,0.8
4.244000e-05,0.376,0,0.72
4.245000e-05,0.376,0,0.72
4.246000e-05,0.384,0,0.72
4.247000e-05,0.376,0.0016,0.72
4.248000e-05,0.384,0,0.72
4.249000e-05,0.384,0,0.8
4.250000e-05,0.384,0,0.72
4.251000e-05,0.384,0,0.8
4.252000e-05,0.376,0.0008,0.72
4.253000e-05,0.384,0,0.8
4.254000e-05,0.376,0,0.72
4.255000e-05,0.384,0,0.8
4.256000e-05,0.384,0,0.8
4.257000e-05,0.384,0,0.8
4.258000e-05,0.392,0,0.72
4.259000e-05,0.384,0,0.72
4.260000e-05,0.384,0,0.8
4.261000e-05,0.376,0,0.8
4.262000e-05,0.376,0,0.72
4.263000e-05,0.376,0,0.72
4.264000e-05,0.384,0,0.72
4.265000e-05,0.384,0,0.72
4.266000e-05,0.384,0,0.8
4.267000e-05,0.384,0,0.72
4.268000e-05,0.384,0,0.72
4.269000e-05,0.384,-0.0008,0.8
4.270000e-05,0.376,0,0.8
4.271000e-05,0.376,0,0.72
4.272000e-05,0.376,0,0.72
4.273000e-05,0.376,0,0.72
4.274000e-05,0.384,0,0.8
4.275000e-05,0.384,0,0.8
4.276000e-05,0.384,-0.0008,0.72
4.277000e-05,0.376,0,0.72
4.278000e-05,0.384,0,0.8
4.279000e-05,0.376,0.0008,0.8
4.280000e-05,0.376,-0.0008,0.72
4.281000e-05,0.384,0,0.72
4.282000e-05,0.376,0,0.8
4.283000e-05,0.368,0,0.72
4.284000e-05,0.376,0,0.72
4.285000e-05,0.376,0,0.8
4.286000e-05,0.376,0,0.72
4.287000e-05,0.384,0,0.72
4.288000e-05,0.384,0,0.72
4.289000e-05,0.376,0,0.72
4.290000e-05,0.376,0.0008,0.8
4.291000e-05,0.384,0,0.72
4.292000e-05,0.376,0,0.8
4.293000e-05,0.384,0,0.72
4.294000e-05,0.376,0,0.72
4.295000e-05,0.384,0,0.8
4.296000e-05,0.384,0,0.72
4.297000e-05,0.376,0,0.72
4.298000e-05,0.376,0.0008,0.64
4.299000e-05,0.376,0,0.8
4.300000e-05,0.376,0,0.8
4.301000e-05,0.384,0,0.8
4.302000e-05,0.368,0,0.72
4.303000e-05,0.384,0,0.8
4.304000e-05,0.384,0,0.72
4.305000e-05,0.376,0,0.72
4.306000e-05,0.376,0.0008,0.8
4.307000e-05,0.376,0,0.72
4.308000e-05,0.376,0,0.72
4.309000e-05,0.376,0,0.72
4.310000e-05,0.376,0,0.8
4.311000e-05,0.376,0,0.72
4.312000e-05,0.384,-0.0008,0.8
4.313000e-05,0.376,0,0.8
4.314000e-05,0.376,-0.0008,0.72
4.315000e-05,0.384,0,0.8
4.316000e-05,0.376,0.0008,0.72
4.317000e-05,0.376,0,0.72
4.318000e-05,0.368,0.0008,0.8
4.319000e-05,0.384,0,0.72
4.320000e-05,0.384,0,0.8
4.321000e-05,0.376,0,0.72
4.322000e-05,0.384,0,0.72
4.323000e-05,0.376,0,0.72
4.324000e-05,0.376,0,0.72
4.325000e-05,0.384,0,0.72
4.326000e-05,0.376,0,0.64
4.327000e-05,0.376,0,0.8
4.328000e-05,0.384,0,0.8
4.329000e-05,0.376,0.0008,0.64
4.330000e-05,0.376,0,0.72
4.331000e-05,0.376,0,0.72
4.332000e-05,0.384,0,0.72
4.333000e-05,0.384,0,0.72
4.334000e-05,0.384,0,0.8
4.335000e-05,0.376,0,0.8
4.336000e-05,0.384,0,0.8
4.337000e-05,0.376,0,0.8
4.338000e-05,0.384,0,0.72
4.339000e-05,0.384,0,0.8
4.340000e-05,0.376,0.0008,0.72
4.341000e-05,0.384,0,0.72
4.342000e-05,0.376,0,0.72
4.343000e-05,0.376,0,0.72
4.344000e-05,0.376,0,0.8
4.345000e-05,0.384,0,0.72
4.346000e-05,0.384,0,0.8
4.347000e-05,0.384,0,0.64
4.348000e-05,0.376,0,0.8
4.349000e-05,0.384,0,0.8
4.350000e-05,0.384,0,0.8
4.351000e-05,0.376,-0.0008,0.72
4.352000e-05,0.368,0,0.72
4.353000e-05,0.384,0,0.72
4.354000e-05,0.384,0,0.64
4.355000e-05,0.376,0,0.72
4.356000e-05,0.376,0,0.8
4.357000e-05,0.384,0,0.8
4.358000e-05,0.384,0,0.72
4.359000e-05,0.376,0,0.8
4.360000e-05,0.376,0,0.72
4.361000e-05,0.384,0.0008,0.8
4.362000e-05,0.384,0,0.72
4.363000e-05,0.376,0,0.8
4.364000e-05,0.376,0,0.8
4.365000e-05,0.376,0,0.8
4.366000e-05,0.376,0,0.8
4.367000e-05,0.376,0.0008,0.72
4.368000e-05,0.376,0,0.8
4.369000e-05,0.376,-0.0008,0.72
4.370000e-05,0.376,0,0.72
4.371000e-05,0.376,0,0.72
4.372000e-05,0.376,0,0.72
4.373000e-05,0.384,0,0.72
4.374000e-05,0.376,0,0.72
4.375000e-05,0.368,0,0.72
4.376000e-05,0.384,0,0.72
4.377000e-05,0.384,0,0.72
4.378000e-05,0.384,0,0.8
4.379000e-05,0.384,0,0.72
4.380000e-05,0.376,0,0.72
4.381000e-05,0.384,0,0.8
4.382000e-05,0.368,0,0.8
4.383000e-05,0.376,0.0008,0.8
4.384000e-05,0.376,0,0.8
4.385000e-05,0.384,0,0.8
4.386000e-05,0.376,0,0.72
4.387000e-05,0.368,0,0.8
4.388000e-05,0.376,0,0.8
4.389000e-05,0.376,0,0.72
4.390000e-05,0.376,0,0.8
4.391000e-05,0.376,0,0.72
4.392000e-05,0.376,0,0.8
