event	t0	dt	ADC0	ADC1	ADC2	ADC3	ADC4
2363	634508628	109	20020	20004	20004	19988	19988
2364	634703049	105	15491	15539	15523	15507	15491
2365	634903649	99	20757	20741	20757	20741	20741
2366	635379310	106	14227	14211	14243	14211	14211
2367	635576815	108	22165	22165	22181	22149	22165
2368	635774483	107	21765	21733	21749	21717	21717
2369	635966708	104	20228	20244	20228	20228	20196
2370	636165691	115	21589	21605	21589	21589	21589
2371	636357900	108	22149	22149	22117	22117	22101
2372	636555780	111	23605	23589	23573	23573	23557
2373	636748189	104	19172	19172	19172	19156	19172
2374	636942778	105	22325	22309	22309	22325	22309
2375	637134419	110	20981	20965	20949	20965	20933
2376	637339189	118	21045	21013	21013	21013	20997
2377	637537407	101	26470	26406	26326	26262	26198
2378	637734078	105	20517	20517	20517	20517	20517
2379	637925940	107	23605	23621	23621	23605	23589
2380	638121572	100	25286	25222	25190	25142	25126
2381	638313098	106	24533	24517	24485	24453	24469
2382	638507082	105	19940	19908	19924	19908	19924
2383	638716535	105	25542	25494	25446	25414	25382
2384	638913002	107	17428	17412	17428	17412	17412
2385	639105003	102	21829	21861	21845	21845	21829
2386	639299468	111	25174	25158	25126	25126	25078
2387	639762570	111	21893	21813	21845	21829	21829
2388	639959197	107	21269	21317	21269	21237	21269
2389	640152582	104	23445	23445	23429	23429	23445
2390	640345380	106	18404	18404	18404	18388	18404
2391	640545583	108	20693	20741	20741	20693	20693
2392	640744878	101	19860	19860	19860	19860	19876
2393	640939534	102	21301	21317	21285	21301	21301
2394	641141333	106	20565	20565	20565	20565	20549
2395	641330828	110	18724	18740	18740	18724	18740
2396	641524797	99	20052	20020	20004	20020	20020
2397	641728220	108	21285	21253	21269	21253	21253
2398	641943788	105	17812	17812	17812	17844	17828
2399	642133803	110	23093	23093	23077	23093	23077
2400	642333657	103	21989	21973	21989	21973	21973
2401	642529654	108	19460	19476	19460	19444	19460
2402	642726071	110	18964	18932	18964	18916	18916
2403	642917484	123	19588	19572	19556	19556	19556
2404	643120026	104	21077	21077	21061	21077	21045
2405	643317416	107	21269	21285	21269	21269	21253
2406	643512231	109	18932	18948	18948	18932	18948
2407	643708487	105	23269	23253	23253	23237	23237
2408	644184494	107	20180	20180	20164	20180	20180
2409	644375439	112	23125	23125	23125	23125	23109
2410	644572260	104	21189	21173	21189	21157	21173
2411	644780447	112	14243	14275	14227	14227	14211
2412	644976169	110	20100	20068	20132	20068	20052
2413	645166942	128	19540	22805	24710	24662	24630
2414	645357109	108	24726	24710	24662	24646	24630
2415	645555972	108	21685	21669	21653	21669	21653
2416	645749638	109	23221	23221	23205	23221	23205
2417	645942366	108	24261	24245	24229	24213	24213
2418	646143467	112	19284	19268	19268	19284	19268
2419	646339638	103	18740	18724	18740	18724	18756
2420	646538990	108	21445	21429	21413	21413	21413
2421	646732506	103	21477	21461	21461	21445	21445
2422	646923754	106	25686	25654	25606	25574	25542
2423	647115146	107	20036	20020	20052	20036	20036
2424	647310559	113	23781	23781	23749	23749	23733
2425	647495884	107	24037	24021	24005	23989	23989
2426	647688956	116	21829	21813	21829	21829	21813
2427	647882006	98	22885	22853	22869	22837	22853
2428	648081639	100	19732	19716	19700	19684	19716
2429	648574625	109	19892	19876	19876	19876	19860
2430	648764209	108	14259	14243	14227	14227	14259
2431	648960089	110	21093	21093	21077	21061	21077
2432	649157341	108	21253	21221	21269	21237	21253
2433	649345937	110	18372	18356	18340	18356	18340
2434	649537481	101	20741	20741	20741	20709	20709
2435	649733296	106	21173	21157	21157	21157	21189
2436	649930240	113	21205	21189	21189	21173	21173
2437	650123647	104	18676	18660	18644	18644	18644
2438	650316735	108	21861	21829	21829	21813	21845
2439	650520061	106	16564	16532	16532	16532	16532
2440	650718536	107	20789	20757	20757	20741	20741
2441	650913866	107	23589	23573	23509	23509	23525
2442	651112252	105	18868	18836	18852	18852	18836
2443	651307753	110	18740	18724	18740	18724	18724
2444	651501009	105	27654	27446	27270	27110	27014
2445	651697885	109	27094	26934	26790	26694	26598
2446	651885996	107	21765	21701	21701	21701	21749
2447	652079674	109	19012	18980	18964	18980	18964
2448	652273742	108	18916	18916	18900	18900	18900
2449	652465127	105	21317	21333	21285	21301	21285
2450	652934097	113	20292	20308	20308	20292	20292
2451	653126471	114	26070	26038	25942	25958	25862
2452	653320889	103	20180	20148	20148	20148	20148
2453	653526992	100	19012	19028	18996	19012	18996
2454	653719314	105	22789	22773	22789	22757	22757
2455	653910874	101	22309	22245	22245	22245	22277
2456	654109859	103	22165	22117	22117	22117	22117
2457	654297669	105	20100	20116	20068	20068	20068
2458	654489851	110	13971	14019	13987	13987	13971
2459	654690729	98	22101	22101	22117	22101	22069
2460	654888251	113	20180	20148	20164	20164	20148
2461	655083497	106	17764	17716	17732	17732	17716
2462	655290078	99	21125	21077	21093	21093	21093
2463	655479360	103	21717	21685	21701	21733	21685
2464	655674247	103	22085	22133	22085	22069	22085
2465	655867066	101	17236	17284	17236	17236	17220
2466	656065218	101	23461	23445	23445	23445	23413
2467	656257851	122	22661	22629	22661	22613	22629
2468	656449950	105	19348	19364	19380	19364	19364
2469	656649092	104	27238	27046	26934	26822	26758
2470	657120376	110	20949	20933	20933	20933	20949
2471	657308070	108	16644	16644	16628	16596	16596
2472	657498780	106	17684	17700	17684	17684	17668
2473	657695099	109	14547	14563	14547	14563	14547
2474	657894475	105	21317	21317	21317	21333	21333
2475	658085844	117	26198	26070	26054	26006	25974
2476	658283393	101	22053	22053	22053	22037	22037
2477	658481379	108	19684	19684	19668	19668	19668
2478	658675682	110	23765	23749	23733	23717	23701
2479	658868061	109	24966	24918	24918	24854	24854
2480	659065233	107	22373	22373	22373	22373	22357
2481	659265379	118	27286	27094	27014	26870	26758
2482	659461020	109	19348	19380	19364	19348	19348
2483	659661098	111	20404	20388	20404	20388	20372
2484	659851203	110	23237	23269	23237	23237	23221
2485	660043045	109	18948	18980	18948	18980	18948
2486	660240811	100	19988	19956	19956	19956	19940
2487	660434652	107	20244	20228	20260	20228	20196
2488	660627596	107	19028	19076	19028	19028	19028
2489	660832351	103	17236	17236	17220	17220	17236
2490	661027311	101	20645	20613	20629	20597	20613
2491	661504923	108	24485	24485	24421	24421	24453
2492	661694928	117	21013	21013	20981	20997	20997
2493	661888244	101	20501	20485	20485	20468	20485
2494	662082764	106	19844	19828	19844	19812	19844
2495	662275408	102	18356	18324	18324	18324	18324
2496	662468963	116	19652	19652	19684	19636	19636
2497	662669080	103	22917	22885	22933	22901	22869
2498	662857383	109	24886	24870	24822	24806	24806
2499	663047769	105	20100	20068	20100	20084	20068
2500	663241245	106	18084	18116	18084	18100	18084
2501	663439457	106	24165	24101	24085	24085	24069
2502	663639822	126	22901	22917	22917	22869	22869
2503	663841534	105	18884	18900	18884	18900	18884
2504	664040763	105	15827	15795	15795	15811	15811
2505	664233187	121	21013	21013	21029	21013	21013
2506	664428505	103	21781	21765	21749	21765	21733
2507	664633596	107	18084	18100	18100	18084	18100
2508	664825228	103	21365	21333	21317	21317	21317
2509	665016631	110	17364	17364	17364	17348	17348
2510	665213787	106	21909	21861	21861	21861	21861
2511	665404652	112	18436	18436	18420	18404	18404
2512	665882135	111	19268	19268	19316	19268	19268
2513	666076788	97	20613	20629	20629	20629	20629
2514	666267672	109	17700	17684	17668	17684	17684
2515	666466840	107	20997	20997	20965	20997	20981
2516	666660955	122	18564	18580	18564	18548	18564
2517	666849612	111	27318	27094	26982	26886	26790
2518	667045967	105	24998	24998	24966	24950	24918
2519	667239387	118	25126	25046	25030	25014	24982
