event	t0	dt	ADC0	ADC1	ADC2	ADC3	ADC4
1201	392312048	103	19876	19860	19860	19892	19844
1202	392510099	116	20436	20388	20388	20388	20356
1203	392702880	106	20404	20372	20356	20372	20356
1204	392898026	107	18212	18196	18196	18196	18196
1205	393105012	110	15763	15763	15763	15747	15763
1206	393299779	105	21397	21381	21397	21397	21381
1207	393491181	110	22549	22533	22549	22533	22533
1208	393691632	103	20917	20917	20917	20917	20901
1209	393880926	104	21557	21557	21557	21557	21525
1210	394074714	109	21493	21557	21509	21509	21493
1211	394267653	103	27606	27430	27238	27158	26982
1212	394463568	107	20693	20677	20661	20661	20693
1213	394658608	97	16612	16644	16628	16612	16612
1214	394852036	105	19812	19796	19796	19780	19796
1215	395049129	109	23557	23557	23509	23509	23493
1216	395526645	111	20517	20501	20501	20485	20485
1217	395715810	101	22357	22325	22325	22309	22325
1218	395907535	107	20773	20757	20741	20741	20789
1219	396099316	103	22101	22069	22069	22085	22117
1220	396293980	112	22853	22821	22805	22805	22805
1221	396484736	124	21093	21061	21077	21061	21045
1222	396682158	110	17332	17364	17348	17348	17348
1223	396879858	111	18676	18660	18644	18692	18660
1224	397076284	111	19988	19988	19972	19972	19988
1225	397271272	102	14915	14883	14883	14883	14883
1226	397479293	101	21957	21957	21957	21941	21925
1227	397673689	113	22037	22037	26790	26710	26630
1228	397866398	101	22277	22277	22277	22293	22277
1229	398065672	100	19428	19396	19412	19428	19380
1230	398253863	99	26342	26262	26214	26150	26118
1231	398443276	106	18020	18020	18068	18020	18052
1232	398638596	107	22837	22805	22805	22789	22805
1233	398830047	103	21829	21813	21845	21797	21781
1234	399026750	101	19252	19236	19252	19236	19236
1235	399225575	105	20821	20837	20821	20805	20821
1236	399416423	104	20388	20372	20388	20388	20372
1237	399891326	110	27430	27222	27078	26982	26870
1238	400084663	112	20132	20132	20116	20132	20132
1239	400274809	104	17300	17284	17268	17268	17284
1240	400473994	101	22725	22725	22741	22709	22693
1241	400667999	107	23877	23877	23829	23813	23813
1242	400857543	113	21909	21861	21861	21861	21861
1243	401055298	117	21317	21317	21301	21317	21301
1244	401244991	110	26566	26502	26486	26342	26326
1245	401434964	104	21285	21285	21285	21285	21285
1246	401627861	105	22229	22277	22245	22229	22197
1247	401830799	108	19140	19076	19092	19076	19092
1248	402020991	107	18996	18964	18980	18980	18964
1249	402214216	109	21557	21573	21573	21557	21557
1250	402416706	103	20629	20661	20661	20629	20613
1251	402608003	112	19652	19716	19652	19652	19652
1252	402801505	106	21941	21877	21909	21861	21861
1253	403000743	104	21397	21413	21381	21381	21397
1254	403190242	111	22149	22197	22117	22133	22149
1255	403380774	106	19444	19460	19460	19444	19460
1256	403583240	102	21941	21941	21925	21925	21925
1257	403773910	110	26758	26646	26582	26470	26422
1258	404245094	104	25078	25014	24998	24966	24982
1259	404440986	114	20276	20308	20276	20276	20260
1260	404636587	109	19476	19476	19460	19460	19444
1261	404839639	105	19252	19220	19252	19236	19236
1262	405036881	105	20613	20597	20581	20581	20565
1263	405231969	105	19156	19172	19172	19156	19156
1264	405430125	108	25574	25510	25446	25414	25446
1265	405627162	114	18628	18628	18628	18596	18612
1266	405814806	106	21317	21333	21301	21333	21301
1267	406012198	108	21285	21269	21285	21301	21285
1268	406214561	105	19012	19028	19012	19012	18996
1269	406405863	104	20885	20885	20885	20869	20885
1270	406603370	105	21733	21717	21701	21701	21749
1271	406796313	107	20004	19972	19940	19972	19972
1272	406986453	94	23093	23077	23061	23093	23061
1273	407193175	101	24261	24245	24229	24213	24213
1274	407384807	103	16756	16772	16756	16740	16724
1275	407577274	108	18580	18564	18580	18580	18564
1276	407768947	115	20661	20661	20661	20645	20693
1277	407968110	106	19652	19652	19668	19636	19636
1278	408439025	104	19108	19076	19076	19076	19060
1279	408627623	104	21381	21365	21365	21333	21365
1280	408821211	105	21797	21781	21781	21797	21781
1281	409019552	107	19220	19204	19204	19188	19204
1282	409207236	102	22421	22373	22373	22357	22357
1283	409398609	104	20517	20533	20549	20501	20501
1284	409590587	102	22757	22741	22741	22741	22725
1285	409790871	106	22309	22293	22293	22293	22325
1286	409985064	117	21317	21301	21301	21301	21301
1287	410179175	106	21061	21029	21029	21013	21029
1288	410378367	106	19732	19748	19780	19748	19732
1289	410580554	113	15171	15187	15203	15187	15187
1290	410770401	106	20885	20901	20917	20885	20869
1291	410974316	102	18644	18692	18660	18660	18644
1292	411165819	107	22341	22309	22373	22309	22309
1293	411353631	109	20981	20997	20981	20981	20997
1294	411552626	111	27558	27334	27174	27078	26966
1295	411741085	100	21413	21381	21397	21381	21381
1296	411934250	111	21333	21333	21381	21333	21333
1297	412135643	108	21909	21893	21909	21925	21909
1298	412327972	102	18660	18676	18692	18660	18660
1299	412811464	109	20597	20629	20581	20581	20597
1300	413006241	115	21717	21717	21733	21717	21717
1301	413200385	119	21269	21221	21189	21221	21253
1302	413394963	104	21845	21829	21829	21845	21829
1303	413589137	105	20436	20452	20436	20436	20452
1304	413780160	106	17540	17540	17540	17540	17540
1305	413986390	100	12915	12899	12899	12899	12883
1306	414177576	106	17764	17812	17812	17796	17796
1307	414372953	106	20276	20276	20260	20260	20260
1308	414564973	94	21445	21429	21413	21413	21429
1309	414765053	114	20709	20677	20709	20693	20693
1310	414967921	109	19380	19364	19412	19380	19348
1311	415170244	107	20517	20533	20533	20517	20565
1312	415359636	105	20741	20757	20741	20741	20741
1313	415558423	99	19204	19156	19172	19140	19156
1314	415751708	105	21957	21973	21957	21957	21957
1315	415947713	101	22197	22165	22165	22149	22149
1316	416138999	103	17924	17940	17924	17924	17908
1317	416331723	106	21925	21925	21941	21909	21909
1318	416526894	103	23141	23141	23125	23141	23125
1319	416722267	102	19300	19268	19252	19236	19220
1320	417206792	109	17972	17972	17972	17972	17972
1321	417400704	107	16500	16564	16516	16516	16516
1322	417593296	104	21573	21573	21557	21557	21541
1323	417792705	103	16564	16580	16580	16564	16564
1324	417985136	105	23541	23509	23509	23509	23525
1325	418177273	104	14723	14723	14707	14739	14691
1326	418369797	106	19284	19284	19268	19268	19284
1327	418560372	102	16275	16227	16259	16259	16275
1328	418754927	102	22021	21989	22005	21973	21973
1329	418953305	107	20565	20565	20517	20517	20533
1330	419152849	102	18996	19028	18996	18996	18996
1331	419349851	107	23205	23189	23157	23157	23125
1332	419548442	107	20036	20036	20036	20020	20036
1333	419750117	108	27030	26838	26726	26646	26566
1334	419946091	108	18228	18212	18212	18212	18196
1335	420149134	102	22597	22581	22549	22549	22549
1336	420342284	101	20485	20501	20501	20468	20485
1337	420536307	99	20949	20933	20949	20933	20933
1338	420727757	112	21381	21397	21365	21381	21397
1339	420922973	105	26182	26150	26070	26070	25990
1340	421115217	110	16564	16564	16564	16564	16564
1341	421681108	106	21493	21477	21477	21477	21477
1342	421875222	109	20677	20661	20661	20661	20661
1343	422075727	107	27078	26918	26790	26710	26646
1344	422270568	97	21653	21653	21653	21653	21653
1345	422469970	109	21653	21605	21637	21589	21589
1346	422671094	108	22357	22357	22357	22341	22341
1347	422861196	105	21989	22005	21989	21989	22005
1348	423053689	108	23813	23845	23813	23813	23781
1349	423245877	101	17476	17476	17476	17476	17476
1350	423447066	103	20517	20533	20517	20501	20517
1351	423640211	101	20292	20276	20276	20276	20276
1352	423847730	118	21925	21893	21845	21861	21893
1353	424034757	113	21205	21189	21189	21205	21189
1354	424226647	107	20228	20180	20196	20164	20180
1355	424418711	102	20100	20116	20116	20100	20068
1356	424615495	101	23893	23861	23861	23861	23861
1357	424809497	102	27094	26950	26854	26726	26662
1358	425002193	101	21637	21637	21653	21637	21637
1359	425203643	105	24950	24902	24902	24918	24854
1360	425398478	100	19028	19028	19044	19044	19012
1361	425599945	101	19492	19492	19492	19492	19492
1362	426067307	104	26646	26550	26502	26438	26342
1363	426259097	101	19988	19956	19972	19956	19972
1364	426459128	107	20533	20517	20533	20549	20533
1365	426658352	103	20965	20965	20997	20949	20949
1366	426851475	105	20613	20613	20613	20613	20565
1367	427054091	106	26246	26150	26086	26038	26038
1368	427249179	111	26198	26134	26086	26038	25990
1369	427443587	109	21045	21045	21045	21029	21029
1370	427639454	106	23573	23557	23557	23557	23557
1371	427837294	101	20901	20885	20885	20885	20885
1372	428030722	116	21973	21989	21957	21973	21957
1373	428238228	110	18372	18372	18388	18372	18388
1374	428429243	106	18516	18500	18516	18500	18484
1375	428618657	104	21045	21045	21061	21077	21061
1376	428816511	105	16724	16708	16708	16708	16708
1377	429012044	104	20404	20388	20356	20372	20372
1378	429211106	103	20212	20164	20164	20148	20148
1379	429404656	98	20597	20613	20565	20613	20581
1380	429601971	102	21189	21157	21157	21141	21141
1381	429794180	107	21477	21509	21493	21477	21461
1382	429990008	104	19892	19876	19876	19876	19876
1383	430466872	104	17924	17924	17924	17876	17924
1384	430669873	106	21509	21525	21509	21509	21493
1385	430860230	110	20741	20757	20741	20757	20757
1386	431049409	105	19476	19476	19460	19460	19476
1387	431246852	104	20917	20901	20917	20885	20885
1388	431448082	105	19076	19076	19076	19108	19092
1389	431643491	107	18692	18692	18692	18692	18676
1390	431834309	108	24710	24694	24646	24598	24598
1391	432034340	108	16676	16676	16692	16660	16660
1392	432226026	110	26198	26054	26006	25990	25926
1393	432442307	106	19508	19492	19492	19476	19492
1394	432632824	103	25238	25174	25110	25094	25046
1395	432827942	105	20501	20485	20436	20452	20468
1396	433023340	107	21413	21413	21397	21397	21413
1397	433227418	106	20565	20549	20565	20581	20613
1398	433419863	107	21221	21269	21253	21253	21253
1399	433609747	102	11458	11442	11474	11442	11442
1400	433816541	105	18964	18964	18964	18964	18980
1401	434010013	101	23221	23173	23189	23157	23173
1402	434201283	114	22613	22613	22581	22581	22597
1403	434403158	107	18516	18500	18500	18500	18500
1404	434876789	113	25526	25478	25446	25414	25382
1405	435077424	105	21653	21653	21637	21637	21637
1406	435274285	106	21509	21541	21525	21509	21509
1407	435469188	99	18724	18724	18724	18708	18724
1408	435667311	107	22165	22165	22165	22165	22149
1409	435859612	103	22677	22693	22645	22661	22661
1410	436054701	109	20821	20789	20789	20789	20789
1411	436250027	113	13235	13219	13235	13235	13203
1412	436441254	99	23221	23205	23205	23189	23173
1413	436631556	108	21909	21861	21845	21845	21845
1414	436833031	105	20212	20196	20164	20180	20164
1415	437024261	108	21813	21765	21765	21765	21733
1416	437221528	104	20148	20148	20148	20132	20164
1417	437422954	104	16916	16900	16900	16916	16884
1418	437614466	111	22277	22293	22293	22277	22261
1419	437807314	123	21765	21717	21717	21717	21701
1420	438000138	105	23381	23365	23365	23349	23365
1421	438201630	107	22485	22517	22485	22469	22453
1422	438398062	104	18756	18772	18772	18772	18772
1423	438589784	120	17060	17044	17044	17060	17044
1424	438784589	99	21125	21125	21125	21125	21141
1425	439258632	115	16692	16676	16676	16676	16660
1426	439449789	109	21973	21957	21925	21925	21925
1427	439645953	105	19476	19444	19428	19444	19428
1428	439837209	105	24117	24069	24037	24037	24021
1429	440033267	110	23957	23909	23893	23893	23893
1430	440226603	107	20180	20180	20164	20164	20148
1431	440425289	106	26678	26550	26470	26454	26342
1432	440626144	107	21253	21253	21253	21237	21237
1433	440826031	102	20757	20709	20741	20693	20693
1434	441018541	101	19140	19140	19108	19124	19124
1435	441227773	109	25238	25158	25158	25126	25094
1436	441417785	106	14051	14099	14067	14035	14051
1437	441610036	105	22885	22869	22885	22869	22869
1438	441806858	103	21573	21573	21573	21557	21573
1439	442002210	115	21845	21829	21829	21829	21813
1440	442195118	104	17444	17428	17428	17428	17460
1441	442395976	102	19028	18996	19012	18996	19012
1442	442586954	109	20549	20501	20517	20501	20501
1443	442780737	104	23861	23845	23829	23813	23813
1444	442982989	110	21749	21733	21733	21733	21733
1445	443172348	118	21733	21701	21717	21701	21717
1446	443647426	110	21461	21461	21493	21461	21461
1447	443835213	105	19908	19860	19860	19844	19876
1448	444026505	101	22549	22517	22533	22485	22501
1449	444222374	108	23349	23317	23317	23301	23301
1450	444413240	108	21829	21845	21829	21845	21813
1451	444603725	114	23429	23429	23445	28695	28294
1452	444803316	104	23189	23173	23173	23173	23173
1453	444998141	106	15715	15699	15715	15699	15715
1454	445190598	105	24565	24565	24565	24565	24565
1455	445386034	111	26358	26262	26182	26134	26086
1456	445590221	116	22197	22181	22181	22197	22165
1457	445784146	99	19460	19428	19428	19444	19412
1458	445975676	109	22533	22501	22533	22469	22501
1459	446174474	109	23973	23957	23973	23941	23957
1460	446364249	99	21429	21429	21445	21445	21413
1461	446554397	111	15939	15923	15923	15923	15923
1462	446752362	107	19956	19908	19924	19924	19908
1463	446948412	103	20581	20533	20533	20517	20517
1464	447139443	105	25158	25142	25110	25078	25046
1465	447338365	100	20132	20132	20084	20100	20068
1466	447530610	106	27334	27158	27046	26934	26854
1467	448006177	107	23109	23077	23029	23045	23029
1468	448201675	109	17332	17300	17300	17300	17316
1469	448395858	116	22453	22453	22437	22421	22389
1470	448592663	104	21893	21845	21845	21845	21829
1471	448784879	110	22949	22949	22949	22933	22965
1472	448973578	105	21413	21429	21397	21397	21429
1473	449168756	105	21045	21077	21093	21077	21029
1474	449361736	104	21605	21621	21605	21605	21637
1475	449553884	107	21029	20965	21029	20965	20965
1476	449753490	101	23141	23173	23125	23141	23141
1477	449951918	107	18996	18996	18996	18996	18996
1478	450149612	105	21205	21189	21189	21157	21173
1479	450346727	104	18676	18708	18692	18692	18692
1480	450547361	111	20276	20276	20276	20260	20260
1481	450742991	112	21973	21989	21973	21957	21957
1482	450945285	98	18596	18580	18612	18564	18596
1483	451138256	106	19988	19972	19972	19988	19988
1484	451332703	114	20501	20533	20517	20501	20517
1485	451521544	99	19348	19348	19348	19332	19380
1486	451719934	109	26470	26390	26310	26262	26198
1487	451911168	99	19348	19364	19332	19348	19332
1488	452382465	111	18324	18324	18308	18324	18276
1489	452575101	108	21157	21093	21125	21093	21109
1490	452773017	112	24101	24101	24053	24053	24037
1491	452963608	100	18564	18532	18532	18532	18516
1492	453155942	104	21093	21093	21061	21061	21045
1493	453351651	109	20709	20709	20693	20693	20741
1494	453550282	104	20901	20837	20869	20869	20837
1495	453743788	100	21221	21221	21221	21205	21221
1496	453933585	111	23317	23301	23301	23269	23269
1497	454130000	107	21029	20997	20997	20997	20997
1498	454326539	109	24469	24421	24421	24389	24389
1499	454518198	107	22709	22693	22677	22693	22677
1500	454713395	105	19940	19908	19892	19924	19956
1501	454905232	114	23653	23685	23621	23621	23621
1502	455096735	102	22485	22485	22485	22469	22485
1503	455292605	102	22645	22581	22597	22581	22581
1504	455485616	102	24213	24149	24133	24133	24117
1505	455679025	111	21141	21157	21141	21157	21189
1506	455880774	108	21669	21669	21653	21637	21637
1507	456074032	103	20725	20677	20677	20677	20661
1508	456268196	102	17108	17108	17108	17108	17092
1509	456736716	106	17220	17220	17220	17204	17204
1510	456928008	107	27110	26966	26870	26758	26662
1511	457123789	104	18772	18756	18740	18772	18740
1512	457314362	102	22245	22245	22229	22245	22229
1513	457509584	102	19700	19684	19684	19700	19684
1514	457708936	107	21077	21125	21077	21061	21045
1515	457899738	100	15379	15363	15363	15379	15411
1516	458093167	122	20789	20805	20789	20789	20789
1517	458287947	112	20420	20420	20404	20452	20404
1518	458489060	117	19604	19620	19636	19588	19588
1519	458698330	108	20340	20324	20324	20356	20308
1520	458898551	108	22549	22485	22501	22501	22485
1521	459089259	102	16564	16548	16548	16564	16564
1522	459276496	100	23061	23077	23045	23061	23013
1523	459477215	102	17812	17860	17828	17828	17828
1524	459674227	115	22821	22805	22805	22789	22757
1525	459869122	107	26646	26518	26438	26358	26326
1526	460060449	103	21541	21573	21525	21541	21573
1527	460258867	117	19652	19636	19652	19652	19620
1528	460455175	103	20420	20404	20404	20404	20404
1529	460932100	105	21669	21669	21669	21685	21685
1530	461125882	107	21701	21669	21685	21669	21653
1531	461318472	106	24341	24325	24341	24309	24293
1532	461519026	105	22149	22117	22101	22101	22101
1533	461707549	106	24614	24598	24565	24565	24565
1534	461901085	105	20837	20837	20805	20805	20821
1535	462098980	111	21141	21157	21125	21109	21125
1536	462293170	105	17236	17220	17220	17220	17204
1537	462485644	105	19156	19140	19156	19140	19140
1538	462680451	109	19172	19172	19172	19172	19156
1539	462871156	122	22789	22757	22773	22773	22757
1540	463072537	106	19764	19732	19700	19716	19700
1541	463273488	109	21989	21957	21909	21941	21925
1542	463467422	107	21205	21221	21205	21205	21205
1543	463661852	107	23445	23397	23381	23381	23365
1544	463861610	115	20420	20420	20388	20388	20388
1545	464052537	99	20773	20773	20789	20773	20757
1546	464244530	105	26294	26214	26182	26150	26070
1547	464436789	106	23077	23077	23061	23077	23045
1548	464631416	106	14851	14851	14851	14851	14867
1549	464822494	106	22197	22213	22229	22181	22181
1550	465295566	107	22085	22069	22069	22069	22053
1551	465486984	102	20693	20677	20677	20677	20677
1552	465689827	107	20693	20693	20677	20677	20693
1553	465882771	108	18836	18836	18852	18820	18804
1554	466077290	109	21189	21205	21205	21189	21189
1555	466270669	104	22613	22597	22581	22581	22581
1556	466470307	108	19252	19300	19236	19236	19236
1557	466661606	109	24485	24501	24469	24469	24453
1558	466850893	112	21253	21221	21205	21205	21221
1559	467055822	104	17492	17508	17508	17492	17492
1560	467248426	103	21813	21781	21781	21781	21797
1561	467447663	109	24565	24565	24565	24565	24565
1562	467644899	119	20212	20228	20228	20228	20228
1563	467841900	102	23477	23397	23381	23365	23381
1564	468033507	101	19620	19604	19604	19604	19620
1565	468230134	112	22357	22357	22341	22325	22341
1566	468421586	103	23413	23397	23381	23429	23365
1567	468625587	107	18836	18836	18852	18836	18820
1568	468824792	108	17876	17860	17860	17876	17844
1569	469024736	106	21445	21429	21429	21429	21429
1570	469216346	103	20404	20388	20404	20404	20388
1571	469683376	111	23669	23637	23637	23621	23605
1572	469878147	106	19524	19540	19540	19540	19540
1573	470074595	104	22677	22661	22677	22661	22677
1574	470267016	105	19716	19716	19668	19668	19668
1575	470459898	112	19236	19204	19252	19220	19236
1576	470654918	108	26982	26822	26710	26598	26518
1577	470849058	110	20164	20180	20196	20164	20148
1578	471041406	107	17588	17572	17572	17556	17572
1579	471246109	109	17524	17508	17492	17492	17492
1580	471438569	106	20164	20148	20148	20164	20148
1581	471631210	99	18356	18356	18340	18340	18340
1582	471833997	105	23413	23429	23429	23413	23397
1583	472021862	108	21253	21253	21301	21269	21253
1584	472214087	106	22245	22213	22197	22213	22229
1585	472403151	106	20885	20885	20885	20885	20869
1586	472601121	107	13539	13571	13539	13555	13539
1587	472792647	113	22293	22309	22293	22293	22293
1588	472988216	108	19892	19860	19812	19844	19812
1589	473186536	106	18740	18692	18660	18676	18708
1590	473384233	112	20821	20885	20837	20821	20869
1591	473577464	103	23781	23781	23765	23797	23749
1592	474051449	107	21269	21269	21253	21253	21253
1593	474244827	104	22373	22389	22357	22357	22357
1594	474438427	110	21541	21509	21509	21509	21509
1595	474628421	109	22565	22565	22565	22549	22549
1596	474822294	103	20629	20661	20613	20613	20629
1597	475017493	109	21989	22037	21973	21989	21973
1598	475209515	106	21653	21653	21653	21669	21653
1599	475402708	107	20917	20917	20917	20917	20917
1600	475599198	118	17460	17428	17428	17412	17428
1601	475790899	119	22421	22421	22421	22405	22405
1602	475984606	103	20132	20100	20116	20100	20116
1603	476198052	117	22741	22709	22709	22709	22709
1604	476391907	125	22453	22469	22437	29095	28486
1605	476586065	104	21029	21029	20997	20997	20981
1606	476785722	111	19988	19988	19988	20036	19972
1607	476974420	104	22261	22277	22293	22293	22277
1608	477167722	104	18468	18452	18436	18468	18436
1609	477362974	101	18468	18532	18468	18500	18484
1610	477558241	111	19588	19556	19556	19556	19524
1611	477753000	105	20292	20276	20276	20244	20244
1612	477947969	103	22805	22789	22805	22773	22789
1613	478422201	102	21925	21909	21941	21893	21877
1614	478624548	105	26790	26678	26582	26566	26438
1615	478816160	102	21973	21941	21941	21925	21941
1616	479013274	106	22437	22421	22437	22405	22421
1617	479207055	108	26070	26038	25990	25926	25894
1618	479403163	110	14739	14755	14755	14755	14771
1619	479593405	115	19844	19844	19796	19844	19796
1620	479794563	111	26710	26582	26470	26422	26342
1621	479991781	98	22533	22469	22469	22453	22453
1622	480182617	110	23605	23589	23573	23589	23573
1623	480372858	110	22421	22437	22421	22421	22421
1624	480577169	106	25958	25878	25830	25830	25766
1625	480770697	106	22341	22325	22325	22309	22325
1626	480964362	108	22581	22597	22581	22597	22565
1627	481163209	109	16388	16420	16404	16388	16404
1628	481354875	100	21845	21893	21861	21877	21845
1629	481549954	103	22469	22469	22437	22469	22437
1630	481750143	106	21893	21861	21893	21845	21845
1631	481939988	100	17956	17988	17972	17972	17956
1632	482133965	104	20356	20372	20372	20372	20356
1633	482327151	104	19140	19140	19140	19124	19140
1634	482798772	109	16980	16996	16980	16980	16964
1635	482997819	105	21349	21333	21333	21317	21317
1636	483191587	102	21221	21205	21205	21189	21205
1637	483386688	104	19396	19364	19380	19364	19364
1638	483589993	116	25206	25158	25110	25094	25062
1639	483782886	112	20036	20036	20020	20036	20020
1640	483974140	104	23349	23333	23349	23333	23333
1641	484168435	102	24870	24838	24806	24790	24790
1642	484385823	105	20501	20485	20468	20485	20436
1643	484577268	99	21189	21125	21093	21125	21125
1644	484766740	109	20100	20084	20100	20068	20052
1645	484957249	105	17940	17940	17940	17940	17924
1646	485149072	105	20452	20436	20420	20436	20420
1647	485341784	106	20068	20068	20068	20116	20068
1648	485544009	108	26134	26086	26038	25990	25942
1649	485735587	106	24902	24886	24886	24870	24838
1650	485926285	107	22341	22309	22389	22309	22309
1651	486126896	105	23957	23957	23973	23941	23909
1652	486325881	114	20821	20805	20805	20789	20773
1653	486518617	106	23733	23733	23733	23733	23717
1654	486711733	106	23429	23445	23429	23429	23397
1655	487184590	104	24229	24213	24213	24213	24213
1656	487380592	113	20372	20324	20356	20324	20388
1657	487570778	106	23253	23237	23221	23221	23237
1658	487762744	103	20308	20292	20292	20292	20276
1659	487961844	104	17028	17028	16996	16980	16980
1660	488157176	108	24261	24261	24245	24229	24213
1661	488348412	103	21669	21685	21685	21653	21637
1662	488542198	106	22661	22693	22613	22629	22613
1663	488741103	102	27510	27318	27190	27062	26950
1664	488941440	106	16724	16724	16724	16708	16724
1665	489141892	105	23637	23621	23637	23621	23589
1666	489341853	99	17508	17444	17444	17460	17428
1667	489534914	102	24950	24886	24870	24838	24806
1668	489723272	103	18676	18660	18644	18644	18660
1669	489920241	107	17508	17540	17540	17508	17508
1670	490110291	107	20404	20372	20372	20372	20372
1671	490303634	104	17220	17204	17204	17204	17188
1672	490498884	102	21525	21541	21509	21525	21509
1673	490692821	108	22309	22309	22309	22293	22277
1674	490885650	104	21413	21477	21429	21429	21461
1675	491084982	102	27270	27126	27030	26918	26806
1676	491553149	109	24005	23989	23989	23973	23989
1677	491752692	110	25686	25622	25622	25542	25510
1678	491947835	109	22677	22661	22661	22661	22677
1679	492140272	104	22053	22069	22037	22053	22053
1680	492335672	105	21157	21125	21141	21125	21109
1681	492528718	112	20965	20997	20965	20949	20965
1682	492719555	101	23733	23717	23717	23685	23653
1683	492923691	107	19748	19748	19748	19748	19732
1684	493111972	103	20148	20148	20148	20132	20132
1685	493306657	106	21397	21397	21381	21349	21333
1686	493519423	106	19556	19540	19540	19524	19540
1687	493712245	106	18596	18644	18612	18628	18612
1688	493908363	104	18180	18180	18180	18212	18148
1689	494110631	111	19396	19428	19412	19412	19412
1690	494305276	108	26886	26726	26678	26566	26502
1691	494497235	106	20260	20276	20276	20276	20276
1692	494686644	102	20388	20372	20372	20324	20356
1693	494879917	108	22501	22501	22485	22533	22485
1694	495069985	107	21957	21941	21925	21925	21909
1695	495262654	109	23077	23045	23013	23045	23029
1696	495455908	109	22837	22837	22821	22821	22821
1697	495936715	109	21317	21349	21365	21317	21333
1698	496127802	110	18964	18980	18980	18980	18964
1699	496323402	104	23925	23941	23925	23877	23909
1700	496515873	103	22741	22757	22709	22757	22693
1701	496715926	102	20693	20677	20677	20661	20677
1702	496913098	107	21413	21397	21381	21365	21397
1703	497106614	108	18964	18948	18948	18948	18964
1704	497306933	102	20725	20757	20709	20693	20693
1705	497493801	108	16131	16115	16131	16131	16131
1706	497683475	100	20789	20773	20789	20773	20741
1707	497883921	117	18724	18708	18740	18708	18708
1708	498077814	103	25286	25238	25222	25158	25158
1709	498270918	111	20645	20613	20613	20613	20613
1710	498476515	107	18484	18436	18436	18436	18452
1711	498667075	108	22421	22405	22373	22373	22421
1712	498863327	111	13987	13987	13987	13971	13987
1713	499063686	102	22437	22341	22421	22357	22357
1714	499252714	112	19668	19668	19668	19668	19652
1715	499451217	106	17428	17444	17476	17428	17428
1716	499648689	109	21141	21093	21061	21045	21045
1717	499846147	107	25686	25638	25606	25558	25558
1718	500309013	103	22565	22581	22549	22549	22549
1719	500491762	121	27094	26966	26822	26758	26678
1720	500678628	107	20645	20661	20645	20645	20629
1721	500865854	104	21349	21333	21397	21349	21333
1722	501052126	102	25718	25654	25654	25606	25558
1723	501247581	105	19892	19892	19908	19892	19892
1724	501433812	124	19716	19668	19668	19668	19652
1725	501618989	106	20100	20084	20052	20068	20068
1726	501807529	104	19876	19892	19908	19876	19908
1727	502001315	105	26598	26502	26422	26374	26342
1728	502283728	112	18100	18084	18100	18084	18100
1729	502481732	102	21669	21653	21653	21669	21669
1730	502678612	115	20837	20837	20837	20821	20821
1731	502870087	101	20933	20917	20933	20917	20885
1732	503060234	112	17188	17172	17188	17156	17172
1733	503258106	103	20965	20965	20965	20965	20949
1734	503448704	108	24325	24277	24277	24261	24245
1735	503640827	106	19908	19908	19908	19892	19908
1736	503844983	108	19284	19284	19284	19268	19268
1737	504042904	100	20356	20324	20324	20324	20324
1738	504232487	108	17972	17972	17972	17972	17956
1739	504711565	105	16980	16996	16996	16996	17044
1740	504906037	106	22021	22005	22005	21989	22005
1741	505105134	101	20709	20741	20741	20741	20741
1742	505296368	106	20308	20308	20308	20340	20308
1743	505487558	106	19252	19220	19236	19268	19236
1744	505675717	99	23061	23061	23045	23045	23061
1745	505869988	108	18900	18900	18884	18884	18868
1746	506063674	109	20020	19988	20004	19988	20004
1747	506263244	103	23189	23173	23173	23141	23141
1748	506459408	107	21029	21013	20997	20997	20997
1749	506658563	109	20901	20901	20949	20901	20885
1750	506854556	104	20420	20404	20404	20388	20404
1751	507053782	106	22933	22933	22933	22933	22917
1752	507247403	101	26934	26870	26774	26662	26598
1753	507440258	109	20308	20292	20292	20276	20292
1754	507638328	104	23749	23717	23701	23717	23733
1755	507836349	103	16612	16596	16612	16580	16596
1756	508024162	110	23509	23493	23509	23493	23493
1757	508231269	98	18020	18020	18068	18004	18004
1758	508424128	105	20388	20324	20356	20308	20292
1759	508618430	100	21941	21925	21925	21909	21909
1760	508996123	112	22885	22885	22869	22853	22869
1761	509187540	108	24517	24501	24501	24485	24485
1762	509390803	108	19892	19908	19908	19892	19892
1763	509591887	116	26198	26102	26054	25990	25942
1764	509783374	105	20100	20052	20052	20068	20068
1765	509977503	112	20228	20228	20228	20196	20196
1766	510176823	104	23909	23893	23893	23893	23925
1767	510374118	103	20260	20260	20244	20260	20260
1768	510570334	107	22949	22949	22933	22917	22933
1769	510763474	101	22725	22709	22709	22709	22677
1770	510969913	120	20565	20565	20549	20533	20533
1771	511160839	105	16788	16804	16756	16772	16804
1772	511355174	100	26198	26134	26118	26038	25974
1773	511549629	105	23269	23221	23205	23205	23205
1774	511741793	104	23189	23141	23173	23205	23141
1775	511944067	105	20613	20565	20565	20565	20549
1776	512138295	105	22085	22117	22101	22117	22085
1777	512332395	104	23909	23909	23893	23861	23861
1778	512530982	105	19156	19156	19156	19172	19172
1779	512721941	113	23221	23221	23205	23189	23205
1780	513194981	109	21077	21093	21093	21077	21077
1781	513392248	108	18900	18884	18868	18868	18852
